CardID,CustomerID,CardType,CardStatus
CR02052,C03155,Credit,Active
CR02053,C02022,Credit,Active
CR02054,C00902,Credit,Active
CR02055,C04894,Debit,Expired
CR02056,C03381,Credit,Expired
CR02057,C02049,Debit,Blocked
CR02058,C01477,Debit,Expired
CR02059,C01176,Debit,Expired
CR02060,C02779,Debit,Expired
CR02061,C03814,Credit,Expired
CR02062,C00380,Debit,Expired
CR02063,C00496,Debit,Active
CR02064,C04652,Debit,Active
CR02065,C04796,Debit,Expired
CR02066,C03779,Credit,Blocked
CR02067,C02929,Debit,Expired
CR02068,C02599,Credit,Blocked
CR02069,C03682,Credit,Active
CR02070,C00535,Credit,Expired
CR02071,C04503,Credit,Expired
CR02072,C01971,Credit,Blocked
CR02073,C02222,Debit,Blocked
CR02074,C01678,Debit,Expired
CR02075,C04433,Credit,Blocked
CR02076,C01604,Credit,Expired
CR02077,C03571,Credit,Active
CR02078,C01112,Credit,Blocked
CR02079,C03697,Debit,Blocked
CR02080,C02601,Debit,Expired
CR02081,C03480,Credit,Blocked
CR02082,C03262,Credit,Blocked
CR02083,C03908,Debit,Expired
CR02084,C03269,Credit,Blocked
CR02085,C04370,Debit,Expired
CR02086,C02812,Debit,Expired
CR02087,C01059,Credit,Blocked
CR02088,C04289,Debit,Blocked
CR02089,C01063,Debit,Active
CR02090,C03725,Credit,Expired
CR02091,C00477,Debit,Blocked
CR02092,C00357,Credit,Blocked
CR02093,C04721,Credit,Active
CR02094,C00282,Credit,Active
CR02095,C00218,Credit,Active
CR02096,C02615,Debit,Active
CR02097,C00954,Debit,Expired
CR02098,C04717,Credit,Blocked
CR02099,C01293,Debit,Expired
CR02100,C00236,Debit,Blocked
CR02101,C00126,Debit,Expired
CR02102,C02587,Debit,Blocked
CR02103,C03517,Credit,Active
CR02104,C02404,Debit,Expired
CR02105,C00828,Credit,Blocked
CR02106,C00255,Debit,Blocked
CR02107,C02960,Debit,Active
CR02108,C01423,Debit,Active
CR02109,C04023,Credit,Blocked
CR02110,C04078,Credit,Expired
CR02111,C00346,Credit,Blocked
CR02112,C00655,Credit,Blocked
CR02113,C04563,Credit,Active
CR02114,C04018,Credit,Blocked
CR02115,C00218,Credit,Active
CR02116,C03810,Credit,Expired
CR02117,C04340,Debit,Active
CR02118,C03769,Credit,Blocked
CR02119,C02823,Credit,Active
CR02120,C03651,Credit,Expired
CR02121,C00267,Debit,Blocked
CR02122,C02763,Debit,Expired
CR02123,C01689,Credit,Expired
CR02124,C02515,Credit,Expired
CR02125,C03992,Debit,Expired
CR02126,C00410,Credit,Expired
CR02127,C00982,Debit,Active
CR02128,C00133,Credit,Active
CR02129,C00321,Credit,Blocked
CR02130,C01571,Debit,Blocked
CR02131,C02192,Credit,Blocked
CR02132,C02302,Credit,Active
CR02133,C04557,Credit,Expired
CR02134,C03062,Debit,Expired
CR02135,C01588,Credit,Blocked
CR02136,C03493,Debit,Blocked
CR02137,C01203,Debit,Expired
CR02138,C01404,Credit,Blocked
CR02139,C04051,Debit,Blocked
CR02140,C03306,Debit,Expired
CR02141,C01338,Credit,Expired
CR02142,C04551,Debit,Expired
CR02143,C00262,Debit,Expired
CR02144,C03622,Credit,Expired
CR02145,C03705,Debit,Expired
CR02146,C04065,Debit,Active
CR02147,C03673,Credit,Expired
CR02148,C00696,Credit,Active
CR02149,C01982,Credit,Expired
CR02150,C02406,Debit,Blocked
CR02151,C00600,Credit,Blocked
CR02152,C02831,Debit,Blocked
CR02153,C00232,Debit,Active
CR02154,C02602,Debit,Active
CR02155,C04072,Debit,Expired
CR02156,C01617,Credit,Blocked
CR02157,C01301,Debit,Blocked
CR02158,C03280,Credit,Active
CR02159,C01830,Credit,Expired
CR02160,C02129,Debit,Active
CR02161,C03544,Debit,Active
CR02162,C04197,Credit,Active
CR02163,C02847,Debit,Expired
CR02164,C01122,Debit,Blocked
CR02165,C00409,Credit,Expired
CR02166,C03759,Debit,Expired
CR02167,C00929,Credit,Blocked
CR02168,C02762,Credit,Blocked
CR02169,C03505,Credit,Blocked
CR02170,C03455,Debit,Active
CR02171,C00854,Credit,Expired
CR02172,C01670,Credit,Expired
CR02173,C04840,Credit,Blocked
CR02174,C01355,Debit,Expired
CR02175,C02868,Debit,Active
CR02176,C04448,Credit,Blocked
CR02177,C00925,Debit,Expired
CR02178,C00242,Debit,Expired
CR02179,C00159,Debit,Expired
CR02180,C03236,Credit,Expired
CR02181,C04362,Debit,Blocked
CR02182,C02600,Debit,Active
CR02183,C02979,Debit,Active
CR02184,C00907,Debit,Active
CR02185,C02892,Debit,Expired
CR02186,C01190,Credit,Expired
CR02187,C01169,Debit,Active
CR02188,C04549,Debit,Expired
CR02189,C02227,Debit,Expired
CR02190,C04818,Credit,Expired
CR02191,C01221,Debit,Blocked
CR02192,C02906,Debit,Expired
CR02193,C04313,Credit,Active
CR02194,C03862,Debit,Expired
CR02195,C00195,Credit,Blocked
CR02196,C00581,Credit,Expired
CR02197,C04918,Debit,Active
CR02198,C04321,Debit,Blocked
CR02199,C03668,Credit,Active
CR02200,C01651,Credit,Blocked
CR02201,C01326,Debit,Expired
CR02202,C01445,Debit,Expired
CR02203,C01319,Debit,Active
CR02204,C00033,Debit,Active
CR02205,C01859,Debit,Blocked
CR02206,C00693,Debit,Active
CR02207,C03086,Debit,Blocked
CR02208,C03643,Credit,Blocked
CR02209,C00796,Debit,Expired
CR02210,C04081,Debit,Expired
CR02211,C00548,Credit,Expired
CR02212,C02577,Debit,Active
CR02213,C00792,Credit,Blocked
CR02214,C02859,Debit,Active
CR02215,C03168,Credit,Blocked
CR02216,C02193,Credit,Blocked
CR02217,C00500,Debit,Active
CR02218,C03655,Debit,Blocked
CR02219,C02017,Debit,Expired
CR02220,C04561,Debit,Expired
CR02221,C04007,Debit,Blocked
CR02222,C04453,Credit,Expired
CR02223,C03935,Debit,Expired
CR02224,C04030,Debit,Expired
CR02225,C01027,Debit,Expired
CR02226,C04586,Credit,Blocked
CR02227,C02326,Credit,Active
CR02228,C02766,Credit,Expired
CR02229,C04288,Credit,Active
CR02230,C03151,Credit,Blocked
CR02231,C02856,Credit,Blocked
CR02232,C05000,Debit,Blocked
CR02233,C01986,Debit,Expired
CR02234,C04102,Credit,Active
CR02235,C04620,Credit,Expired
CR02236,C00201,Debit,Blocked
CR02237,C02123,Debit,Expired
CR02238,C01585,Debit,Expired
CR02239,C04337,Debit,Active
CR02240,C01154,Debit,Expired
CR02241,C04193,Debit,Expired
CR02242,C04319,Credit,Blocked
CR02243,C03285,Credit,Active
CR02244,C01660,Credit,Expired
CR02245,C02823,Debit,Blocked
CR02246,C04502,Credit,Expired
CR02247,C01442,Debit,Active
CR02248,C03637,Credit,Expired
CR02249,C00311,Credit,Blocked
CR02250,C00898,Debit,Blocked
CR02251,C03271,Credit,Expired
CR02252,C04329,Debit,Active
CR02253,C02702,Debit,Blocked
CR02254,C01548,Credit,Blocked
CR02255,C03725,Credit,Active
CR02256,C03366,Credit,Expired
CR02257,C00988,Debit,Active
CR02258,C00470,Debit,Active
CR02259,C03085,Credit,Blocked
CR02260,C04267,Debit,Active
CR02261,C02084,Credit,Active
CR02262,C00714,Debit,Expired
CR02263,C02019,Credit,Blocked
CR02264,C02614,Credit,Expired
CR02265,C03382,Debit,Blocked
CR02266,C00760,Credit,Expired
CR02267,C01428,Credit,Active
CR02268,C02355,Credit,Active
CR02269,C03586,Credit,Active
CR02270,C00701,Debit,Expired
CR02271,C00034,Credit,Active
CR02272,C04026,Debit,Active
CR02273,C01692,Credit,Blocked
CR02274,C04129,Credit,Expired
CR02275,C03974,Debit,Blocked
CR02276,C03407,Credit,Active
CR02277,C00353,Debit,Expired
CR02278,C02663,Credit,Active
CR02279,C02930,Credit,Blocked
CR02280,C03662,Credit,Expired
CR02281,C00344,Debit,Expired
CR02282,C02676,Debit,Expired
CR02283,C03767,Debit,Active
CR02284,C01777,Credit,Expired
CR02285,C02406,Credit,Blocked
CR02286,C00050,Credit,Expired
CR02287,C00361,Debit,Blocked
CR02288,C01841,Debit,Active
CR02289,C01933,Debit,Blocked
CR02290,C01850,Debit,Blocked
CR02291,C04900,Credit,Expired
CR02292,C03219,Credit,Active
CR02293,C03998,Debit,Active
CR02294,C02917,Credit,Blocked
CR02295,C01765,Debit,Expired
CR02296,C03737,Credit,Active
CR02297,C02128,Debit,Active
CR02298,C00006,Debit,Expired
CR02299,C00321,Credit,Active
CR02300,C02027,Credit,Blocked
CR02301,C03365,Debit,Expired
CR02302,C04159,Credit,Active
CR02303,C02588,Credit,Active
CR02304,C04527,Credit,Active
CR02305,C02956,Debit,Active
CR02306,C03366,Credit,Expired
CR02307,C02546,Debit,Expired
CR02308,C04840,Credit,Blocked
CR02309,C03807,Credit,Blocked
CR02310,C04531,Credit,Blocked
CR02311,C03878,Credit,Expired
CR02312,C00326,Debit,Blocked
CR02313,C02377,Debit,Expired
CR02314,C04921,Credit,Blocked
CR02315,C00395,Debit,Expired
CR02316,C00347,Credit,Blocked
CR02317,C04402,Credit,Blocked
CR02318,C02987,Debit,Blocked
CR02319,C04817,Debit,Blocked
CR02320,C01702,Credit,Expired
CR02321,C02257,Debit,Expired
CR02322,C04339,Credit,Active
CR02323,C00652,Credit,Blocked
CR02324,C01714,Credit,Expired
CR02325,C04305,Credit,Active
CR02326,C00224,Credit,Blocked
CR02327,C01870,Debit,Active
CR02328,C02286,Debit,Active
CR02329,C01519,Credit,Blocked
CR02330,C02790,Debit,Blocked
CR02331,C01069,Debit,Active
CR02332,C01411,Debit,Active
CR02333,C02893,Debit,Expired
CR02334,C02509,Debit,Active
CR02335,C04730,Credit,Blocked
CR02336,C03930,Debit,Blocked
CR02337,C00510,Credit,Active
CR02338,C02369,Credit,Blocked
CR02339,C02132,Credit,Blocked
CR02340,C02269,Credit,Blocked
CR02341,C04246,Credit,Expired
CR02342,C04163,Debit,Expired
CR02343,C03457,Debit,Blocked
CR02344,C01164,Credit,Blocked
CR02345,C00621,Credit,Blocked
CR02346,C04388,Credit,Active
CR02347,C00793,Credit,Expired
CR02348,C01619,Credit,Active
CR02349,C02886,Credit,Blocked
CR02350,C04234,Debit,Blocked
CR02351,C01416,Credit,Active
CR02352,C00956,Debit,Active
CR02353,C04919,Debit,Blocked
CR02354,C02166,Debit,Active
CR02355,C02328,Debit,Active
CR02356,C02492,Debit,Active
CR02357,C04287,Debit,Blocked
CR02358,C01753,Debit,Blocked
CR02359,C01450,Debit,Blocked
CR02360,C04343,Debit,Expired
CR02361,C02636,Debit,Active
CR02362,C03254,Credit,Expired
CR02363,C01656,Debit,Blocked
CR02364,C03070,Debit,Expired
CR02365,C04880,Debit,Expired
CR02366,C00362,Credit,Expired
CR02367,C04529,Credit,Expired
CR02368,C01345,Credit,Active
CR02369,C02506,Credit,Blocked
CR02370,C02319,Debit,Expired
CR02371,C01519,Debit,Expired
CR02372,C00227,Debit,Blocked
CR02373,C01195,Credit,Blocked
CR02374,C02255,Credit,Blocked
CR02375,C03389,Debit,Blocked
CR02376,C04872,Credit,Active
CR02377,C03599,Debit,Active
CR02378,C02750,Credit,Expired
CR02379,C01760,Debit,Blocked
CR02380,C03024,Credit,Expired
CR02381,C04411,Credit,Blocked
CR02382,C03897,Credit,Expired
CR02383,C01535,Credit,Expired
CR02384,C00364,Debit,Expired
CR02385,C03488,Credit,Blocked
CR02386,C00541,Credit,Blocked
CR02387,C03269,Debit,Blocked
CR02388,C01908,Credit,Expired
CR02389,C04515,Debit,Expired
CR02390,C03780,Credit,Expired
CR02391,C00824,Credit,Active
CR02392,C02582,Debit,Expired
CR02393,C00731,Debit,Blocked
CR02394,C00807,Debit,Active
CR02395,C01099,Debit,Expired
CR02396,C00108,Credit,Expired
CR02397,C00331,Debit,Blocked
CR02398,C03448,Credit,Active
CR02399,C04646,Credit,Blocked
CR02400,C01462,Debit,Blocked
CR02401,C00287,Credit,Blocked
CR02402,C04604,Credit,Active
CR02403,C01198,Debit,Expired
CR02404,C02071,Debit,Expired
CR02405,C02333,Credit,Active
CR02406,C02280,Credit,Blocked
CR02407,C01184,Credit,Expired
CR02408,C03497,Debit,Blocked
CR02409,C04624,Debit,Expired
CR02410,C01309,Debit,Blocked
CR02411,C04477,Credit,Active
CR02412,C04200,Debit,Expired
CR02413,C01066,Credit,Active
CR02414,C03701,Debit,Active
CR02415,C01204,Debit,Expired
CR02416,C03770,Debit,Active
CR02417,C01379,Credit,Blocked
CR02418,C00918,Credit,Expired
CR02419,C02801,Debit,Expired
CR02420,C02647,Credit,Active
CR02421,C01074,Debit,Active
CR02422,C02157,Credit,Active
CR02423,C00404,Debit,Blocked
CR02424,C04454,Credit,Expired
CR02425,C02021,Debit,Active
CR02426,C01550,Credit,Active
CR02427,C00476,Debit,Active
CR02428,C03609,Debit,Active
CR02429,C02909,Credit,Expired
CR02430,C03044,Debit,Expired
CR02431,C00730,Credit,Blocked
CR02432,C01818,Credit,Active
CR02433,C01213,Debit,Blocked
CR02434,C03087,Debit,Blocked
CR02435,C02469,Debit,Expired
CR02436,C04250,Credit,Active
CR02437,C04643,Debit,Blocked
CR02438,C01724,Credit,Blocked
CR02439,C03158,Debit,Expired
CR02440,C01914,Debit,Expired
CR02441,C02584,Debit,Active
CR02442,C01056,Debit,Active
CR02443,C03678,Debit,Expired
CR02444,C02888,Credit,Blocked
CR02445,C03358,Credit,Blocked
CR02446,C00229,Debit,Blocked
CR02447,C04098,Credit,Blocked
CR02448,C04359,Credit,Blocked
CR02449,C04585,Credit,Expired
CR02450,C03980,Credit,Expired
CR02451,C01449,Credit,Active
CR02452,C02293,Debit,Expired
CR02453,C00817,Credit,Expired
CR02454,C04344,Credit,Blocked
CR02455,C00907,Debit,Expired
CR02456,C02785,Credit,Expired
CR02457,C02133,Credit,Active
CR02458,C03721,Credit,Active
CR02459,C01090,Credit,Active
CR02460,C03821,Credit,Active
CR02461,C01939,Credit,Expired
CR02462,C03511,Debit,Blocked
CR02463,C04821,Credit,Expired
CR02464,C03634,Debit,Expired
CR02465,C00050,Credit,Blocked
CR02466,C04301,Credit,Active
CR02467,C02336,Credit,Expired
CR02468,C04312,Credit,Blocked
CR02469,C01752,Credit,Blocked
CR02470,C01014,Debit,Active
CR02471,C01702,Credit,Active
CR02472,C01473,Credit,Expired
CR02473,C02549,Credit,Expired
CR02474,C04124,Debit,Active
CR02475,C03220,Credit,Expired
CR02476,C02354,Credit,Blocked
CR02477,C02060,Credit,Active
CR02478,C04233,Credit,Expired
CR02479,C00901,Credit,Expired
CR02480,C00493,Credit,Blocked
CR02481,C00420,Credit,Blocked
CR02482,C04006,Credit,Blocked
CR02483,C04690,Credit,Active
CR02484,C04274,Debit,Expired
CR02485,C00859,Debit,Expired
CR02486,C02864,Credit,Blocked
CR02487,C04750,Debit,Blocked
CR02488,C00612,Credit,Blocked
CR02489,C03512,Credit,Active
CR02490,C04937,Credit,Expired
CR02491,C00252,Debit,Expired
CR02492,C02205,Debit,Active
CR02493,C04544,Credit,Blocked
CR02494,C04426,Debit,Blocked
CR02495,C03915,Credit,Blocked
CR02496,C01813,Debit,Active
CR02497,C01937,Credit,Expired
CR02498,C04174,Debit,Active
CR02499,C04604,Debit,Active
CR02500,C03813,Debit,Expired
CR02501,C01332,Debit,Expired
CR02502,C03677,Debit,Blocked
CR02503,C04679,Credit,Active
CR02504,C04002,Credit,Expired
CR02505,C03020,Debit,Expired
CR02506,C04035,Credit,Blocked
CR02507,C01177,Credit,Active
CR02508,C03997,Debit,Active
CR02509,C00903,Debit,Expired
CR02510,C04152,Credit,Expired
CR02511,C01286,Credit,Active
CR02512,C04321,Credit,Blocked
CR02513,C03191,Credit,Expired
CR02514,C00746,Debit,Expired
CR02515,C00344,Debit,Blocked
CR02516,C04367,Credit,Expired
CR02517,C03237,Credit,Expired
CR02518,C04032,Debit,Expired
CR02519,C01626,Credit,Expired
CR02520,C01277,Credit,Expired
CR02521,C01093,Credit,Active
CR02522,C00291,Credit,Expired
CR02523,C01076,Credit,Active
CR02524,C04096,Debit,Blocked
CR02525,C01459,Credit,Expired
CR02526,C00156,Credit,Active
CR02527,C00854,Credit,Active
CR02528,C00838,Credit,Active
CR02529,C00211,Debit,Expired
CR02530,C00878,Credit,Expired
CR02531,C04896,Debit,Active
CR02532,C04238,Debit,Active
CR02533,C04954,Credit,Blocked
CR02534,C04214,Credit,Blocked
CR02535,C04983,Credit,Expired
CR02536,C01948,Debit,Expired
CR02537,C02256,Credit,Blocked
CR02538,C03307,Debit,Expired
CR02539,C01333,Debit,Blocked
CR02540,C01641,Credit,Active
CR02541,C02427,Debit,Expired
CR02542,C01450,Credit,Expired
CR02543,C01656,Credit,Blocked
CR02544,C00232,Credit,Active
CR02545,C00455,Credit,Blocked
CR02546,C01827,Credit,Blocked
CR02547,C00746,Debit,Active
CR02548,C01632,Debit,Expired
CR02549,C03813,Credit,Active
CR02550,C01170,Debit,Active
CR02551,C03931,Debit,Active
CR02552,C00790,Debit,Blocked
CR02553,C02598,Debit,Active
CR02554,C02964,Debit,Blocked
CR02555,C00519,Debit,Expired
CR02556,C00755,Debit,Expired
CR02557,C04735,Credit,Active
CR02558,C01315,Debit,Expired
CR02559,C00355,Credit,Blocked
CR02560,C01851,Credit,Active
CR02561,C04933,Credit,Expired
CR02562,C00921,Debit,Blocked
CR02563,C01857,Debit,Expired
CR02564,C04078,Debit,Blocked
CR02565,C01208,Debit,Expired
CR02566,C04878,Credit,Blocked
CR02567,C01628,Credit,Active
CR02568,C03751,Debit,Expired
CR02569,C02496,Credit,Blocked
CR02570,C00647,Credit,Active
CR02571,C02391,Debit,Expired
CR02572,C04210,Debit,Expired
CR02573,C03017,Credit,Active
CR02574,C00502,Debit,Expired
CR02575,C03791,Credit,Active
CR02576,C00883,Credit,Active
CR02577,C02442,Debit,Expired
CR02578,C02496,Debit,Active
CR02579,C02166,Debit,Blocked
CR02580,C01648,Credit,Blocked
CR02581,C03790,Credit,Expired
CR02582,C01876,Credit,Expired
CR02583,C00198,Credit,Expired
CR02584,C01757,Credit,Expired
CR02585,C01622,Credit,Expired
CR02586,C04906,Debit,Blocked
CR02587,C00214,Credit,Expired
CR02588,C00582,Debit,Expired
CR02589,C02513,Debit,Blocked
CR02590,C03952,Credit,Blocked
CR02591,C00437,Credit,Blocked
CR02592,C03375,Debit,Active
CR02593,C04256,Credit,Expired
CR02594,C04183,Credit,Expired
CR02595,C00068,Debit,Blocked
CR02596,C01207,Credit,Blocked
CR02597,C01151,Credit,Blocked
CR02598,C00086,Debit,Expired
CR02599,C02866,Debit,Active
CR02600,C02109,Credit,Active
CR02601,C03846,Credit,Blocked
CR02602,C03281,Debit,Blocked
CR02603,C04068,Debit,Blocked
CR02604,C03712,Credit,Expired
CR02605,C00197,Debit,Active
CR02606,C03918,Debit,Expired
CR02607,C00001,Credit,Blocked
CR02608,C03001,Credit,Expired
CR02609,C00108,Debit,Blocked
CR02610,C01674,Credit,Blocked
CR02611,C02688,Credit,Blocked
CR02612,C00799,Debit,Expired
CR02613,C02211,Debit,Blocked
CR02614,C02061,Debit,Blocked
CR02615,C00406,Credit,Expired
CR02616,C02379,Credit,Blocked
CR02617,C03290,Credit,Active
CR02618,C04982,Credit,Blocked
CR02619,C04830,Debit,Expired
CR02620,C01144,Debit,Expired
CR02621,C02237,Credit,Active
CR02622,C04728,Credit,Active
CR02623,C03943,Debit,Expired
CR02624,C03237,Credit,Active
CR02625,C02228,Credit,Expired
CR02626,C03741,Credit,Expired
CR02627,C02894,Credit,Active
CR02628,C02285,Credit,Expired
CR02629,C03762,Credit,Blocked
CR02630,C03577,Credit,Blocked
CR02631,C02326,Debit,Blocked
CR02632,C00773,Debit,Blocked
CR02633,C03114,Credit,Active
CR02634,C03210,Debit,Expired
CR02635,C01811,Debit,Expired
CR02636,C00711,Debit,Active
CR02637,C04626,Debit,Expired
CR02638,C00600,Debit,Blocked
CR02639,C00495,Debit,Expired
CR02640,C00914,Debit,Expired
CR02641,C00420,Debit,Expired
CR02642,C03805,Credit,Expired
CR02643,C01420,Debit,Blocked
CR02644,C04160,Debit,Active
CR02645,C04124,Debit,Active
CR02646,C02648,Credit,Blocked
CR02647,C01014,Debit,Expired
CR02648,C04498,Debit,Blocked
CR02649,C04665,Credit,Expired
CR02650,C02651,Credit,Blocked
CR02651,C01422,Debit,Expired
CR02652,C04796,Credit,Blocked
CR02653,C02554,Credit,Blocked
CR02654,C03602,Debit,Expired
CR02655,C01122,Debit,Active
CR02656,C04198,Debit,Active
CR02657,C00418,Debit,Active
CR02658,C02209,Debit,Expired
CR02659,C04044,Debit,Active
CR02660,C04494,Debit,Blocked
CR02661,C02980,Credit,Blocked
CR02662,C03212,Credit,Blocked
CR02663,C00740,Debit,Blocked
CR02664,C03477,Debit,Blocked
CR02665,C02726,Debit,Blocked
CR02666,C01379,Credit,Blocked
CR02667,C03162,Credit,Active
CR02668,C02333,Debit,Blocked
CR02669,C04568,Debit,Blocked
CR02670,C02421,Debit,Expired
CR02671,C00990,Credit,Blocked
CR02672,C02247,Debit,Expired
CR02673,C03307,Credit,Blocked
CR02674,C03345,Debit,Blocked
CR02675,C01359,Credit,Active
CR02676,C02525,Credit,Blocked
CR02677,C01373,Debit,Blocked
CR02678,C04367,Credit,Blocked
CR02679,C03636,Debit,Blocked
CR02680,C01203,Credit,Expired
CR02681,C00428,Debit,Expired
CR02682,C01802,Debit,Expired
CR02683,C04604,Debit,Active
CR02684,C00639,Credit,Blocked
CR02685,C01312,Credit,Blocked
CR02686,C03573,Debit,Active
CR02687,C00522,Credit,Blocked
CR02688,C00058,Credit,Active
CR02689,C03078,Debit,Active
CR02690,C00855,Debit,Blocked
CR02691,C04959,Credit,Expired
CR02692,C04315,Debit,Blocked
CR02693,C03504,Debit,Active
CR02694,C00876,Debit,Expired
CR02695,C01727,Debit,Active
CR02696,C04425,Credit,Active
CR02697,C01507,Credit,Blocked
CR02698,C00168,Debit,Blocked
CR02699,C03614,Debit,Expired
CR02700,C03114,Debit,Active
CR02701,C03516,Credit,Blocked
CR02702,C00885,Debit,Active
CR02703,C00479,Debit,Active
CR02704,C02639,Credit,Blocked
CR02705,C03693,Credit,Blocked
CR02706,C02098,Debit,Active
CR02707,C01952,Debit,Blocked
CR02708,C01773,Debit,Expired
CR02709,C00934,Credit,Expired
CR02710,C04702,Debit,Expired
CR02711,C04021,Debit,Expired
CR02712,C01637,Credit,Blocked
CR02713,C02102,Credit,Blocked
CR02714,C03338,Credit,Expired
CR02715,C00468,Credit,Expired
CR02716,C01339,Debit,Blocked
CR02717,C03945,Debit,Blocked
CR02718,C03231,Debit,Blocked
CR02719,C03431,Debit,Expired
CR02720,C04354,Debit,Expired
CR02721,C03626,Credit,Active
CR02722,C04892,Debit,Blocked
CR02723,C00012,Debit,Expired
CR02724,C00789,Credit,Active
CR02725,C02169,Debit,Expired
CR02726,C04210,Credit,Blocked
CR02727,C04546,Debit,Active
CR02728,C01799,Debit,Active
CR02729,C04993,Debit,Expired
CR02730,C00387,Debit,Blocked
CR02731,C01257,Debit,Expired
CR02732,C03038,Debit,Blocked
CR02733,C02142,Debit,Active
CR02734,C00415,Debit,Active
CR02735,C03033,Debit,Blocked
CR02736,C00838,Debit,Blocked
CR02737,C03895,Credit,Expired
CR02738,C03358,Debit,Blocked
CR02739,C03645,Debit,Active
CR02740,C03903,Credit,Active
CR02741,C00075,Credit,Blocked
CR02742,C01863,Debit,Active
CR02743,C00214,Debit,Expired
CR02744,C04032,Credit,Blocked
CR02745,C03915,Credit,Active
CR02746,C03994,Debit,Expired
CR02747,C04050,Credit,Blocked
CR02748,C00260,Credit,Expired
CR02749,C04075,Credit,Blocked
CR02750,C04182,Credit,Active
CR02751,C03256,Credit,Active
CR02752,C03525,Debit,Active
CR02753,C03581,Credit,Active
CR02754,C01667,Debit,Blocked
CR02755,C03961,Debit,Active
CR02756,C00027,Credit,Blocked
CR02757,C04747,Credit,Blocked
CR02758,C04504,Debit,Blocked
CR02759,C01019,Credit,Expired
CR02760,C01788,Debit,Blocked
CR02761,C03942,Debit,Active
CR02762,C03907,Credit,Expired
CR02763,C03468,Debit,Active
CR02764,C03083,Debit,Active
CR02765,C04499,Credit,Active
CR02766,C00812,Debit,Blocked
CR02767,C02473,Debit,Active
CR02768,C03639,Credit,Expired
CR02769,C03053,Debit,Active
CR02770,C03510,Debit,Expired
CR02771,C01150,Debit,Expired
CR02772,C04587,Credit,Active
CR02773,C02001,Debit,Blocked
CR02774,C00928,Credit,Expired
CR02775,C03124,Debit,Active
CR02776,C04589,Debit,Active
CR02777,C02045,Debit,Blocked
CR02778,C02406,Debit,Active
CR02779,C02525,Credit,Expired
CR02780,C04127,Credit,Expired
CR02781,C00797,Debit,Active
CR02782,C01656,Credit,Active
CR02783,C04783,Credit,Active
CR02784,C00032,Credit,Active
CR02785,C03055,Debit,Blocked
CR02786,C01039,Credit,Expired
CR02787,C00513,Debit,Expired
CR02788,C04480,Debit,Blocked
CR02789,C00749,Credit,Active
CR02790,C02518,Debit,Expired
CR02791,C04855,Credit,Expired
CR02792,C02080,Credit,Expired
CR02793,C03121,Credit,Active
CR02794,C01551,Debit,Active
CR02795,C02073,Debit,Blocked
CR02796,C01614,Debit,Expired
CR02797,C02837,Credit,Active
CR02798,C03446,Credit,Blocked
CR02799,C01676,Debit,Blocked
CR02800,C00072,Credit,Expired
CR02801,C01111,Credit,Blocked
CR02802,C02294,Credit,Active
CR02803,C04227,Credit,Blocked
CR02804,C02775,Credit,Blocked
CR02805,C03163,Credit,Expired
CR02806,C00684,Credit,Active
CR02807,C00154,Credit,Blocked
CR02808,C03845,Debit,Expired
CR02809,C04206,Credit,Blocked
CR02810,C04021,Credit,Blocked
CR02811,C00480,Credit,Active
CR02812,C03759,Debit,Expired
CR02813,C03869,Credit,Expired
CR02814,C02650,Debit,Expired
CR02815,C00270,Credit,Active
CR02816,C04806,Credit,Blocked
CR02817,C03055,Credit,Active
CR02818,C01599,Debit,Expired
CR02819,C00523,Credit,Blocked
CR02820,C00438,Credit,Active
CR02821,C02235,Credit,Blocked
CR02822,C00601,Credit,Active
CR02823,C04695,Credit,Expired
CR02824,C04519,Credit,Expired
CR02825,C03505,Credit,Active
CR02826,C01188,Credit,Expired
CR02827,C01616,Debit,Expired
CR02828,C02249,Credit,Blocked
CR02829,C01540,Credit,Expired
CR02830,C02578,Debit,Expired
CR02831,C04687,Debit,Expired
CR02832,C00209,Debit,Active
CR02833,C03526,Credit,Expired
CR02834,C04981,Credit,Active
CR02835,C00392,Debit,Expired
CR02836,C03646,Debit,Expired
CR02837,C00869,Credit,Expired
CR02838,C01960,Debit,Blocked
CR02839,C04418,Credit,Expired
CR02840,C02654,Debit,Expired
CR02841,C01760,Debit,Active
CR02842,C03056,Debit,Expired
CR02843,C03853,Credit,Blocked
CR02844,C02533,Debit,Expired
CR02845,C00987,Debit,Active
CR02846,C02012,Debit,Expired
CR02847,C03443,Credit,Active
CR02848,C02432,Debit,Blocked
CR02849,C02324,Credit,Expired
CR02850,C00430,Credit,Expired
CR02851,C02468,Debit,Active
CR02852,C03307,Debit,Blocked
CR02853,C01714,Credit,Blocked
CR02854,C00237,Debit,Expired
CR02855,C02534,Debit,Blocked
CR02856,C03077,Credit,Active
CR02857,C00803,Credit,Blocked
CR02858,C03964,Debit,Active
CR02859,C01618,Debit,Blocked
CR02860,C01890,Debit,Active
CR02861,C04497,Credit,Active
CR02862,C02687,Debit,Expired
CR02863,C02075,Debit,Blocked
CR02864,C04602,Credit,Expired
CR02865,C04743,Credit,Expired
CR02866,C04065,Debit,Blocked
CR02867,C01639,Credit,Expired
CR02868,C03336,Debit,Blocked
CR02869,C03580,Credit,Blocked
CR02870,C03805,Debit,Active
