AccountID,CustomerID,AccountType,Balance
A01877,C03932,Savings,982158
A01878,C01769,Current,4203
A01879,C01849,Current,13674
A01880,C02590,Current,726675
A01881,C04704,Savings,85096
A01882,C01381,Current,1935
A01883,C04079,Savings,817994
A01884,C03817,Current,731000
A01885,C01831,Savings,379692
A01886,C04551,Savings,432358
A01887,C01168,Current,838948
A01888,C00340,Current,170297
A01889,C00358,Savings,165923
A01890,C02064,Current,306437
A01891,C04310,Current,175306
A01892,C00695,Current,316963
A01893,C01979,Current,724586
A01894,C04075,Current,13049
A01895,C04207,Current,277025
A01896,C00627,Savings,863385
A01897,C02136,Savings,774970
A01898,C02457,Savings,391887
A01899,C01389,Savings,862596
A01900,C01030,Savings,404404
A01901,C03998,Savings,547284
A01902,C04068,Savings,690270
A01903,C03290,Current,826050
A01904,C01391,Current,807423
A01905,C00393,Savings,170368
A01906,C01935,Savings,709439
A01907,C02627,Savings,620071
A01908,C04472,Savings,493772
A01909,C02692,Current,981231
A01910,C02228,Savings,849766
A01911,C02659,Savings,969353
A01912,C02900,Current,710341
A01913,C02242,Current,974714
A01914,C00655,Current,152099
A01915,C00785,Current,869896
A01916,C00296,Current,875648
A01917,C04138,Current,262499
A01918,C02451,Current,533610
A01919,C03535,Savings,264277
A01920,C04990,Current,993475
A01921,C01004,Savings,398726
A01922,C00596,Current,458462
A01923,C01509,Current,594927
A01924,C00907,Savings,992607
A01925,C04814,Savings,736327
A01926,C04360,Current,52034
A01927,C00008,Savings,133197
A01928,C02601,Savings,155488
A01929,C04445,Current,676395
A01930,C01649,Savings,686653
A01931,C04044,Current,778944
A01932,C00929,Savings,733839
A01933,C00073,Current,484764
A01934,C02914,Savings,439673
A01935,C00893,Savings,466026
A01936,C04096,Savings,317947
A01937,C03422,Current,449914
A01938,C03728,Savings,425106
A01939,C03168,Savings,373373
A01940,C02767,Savings,283863
A01941,C00500,Savings,324141
A01942,C01864,Savings,608916
A01943,C01280,Current,520189
A01944,C04707,Current,64687
A01945,C01978,Current,683836
A01946,C03725,Savings,418404
A01947,C04793,Current,703594
A01948,C02681,Savings,985058
A01949,C03406,Savings,247313
A01950,C01045,Current,472377
A01951,C01992,Current,167783
A01952,C01962,Current,551687
A01953,C04782,Current,825304
A01954,C03174,Savings,188608
A01955,C00010,Current,978209
A01956,C01871,Current,50173
A01957,C02135,Current,874088
A01958,C04576,Current,708608
A01959,C01622,Savings,396975
A01960,C02916,Savings,33870
A01961,C00281,Current,219440
A01962,C04977,Savings,706671
A01963,C00269,Current,582695
A01964,C01688,Savings,854769
A01965,C00078,Savings,428773
A01966,C04566,Current,853894
A01967,C03473,Savings,786998
A01968,C00783,Current,232382
A01969,C02765,Savings,736229
A01970,C00427,Savings,786534
A01971,C02222,Current,959107
A01972,C02618,Current,489120
A01973,C01375,Savings,884570
A01974,C03801,Current,925979
A01975,C03428,Current,62444
A01976,C01035,Current,880506
A01977,C04406,Savings,308016
A01978,C00696,Savings,917186
A01979,C04558,Savings,184898
A01980,C02182,Savings,610715
A01981,C02022,Savings,500035
A01982,C03209,Current,386601
A01983,C00405,Savings,289248
A01984,C02812,Current,826254
A01985,C00097,Savings,107566
A01986,C03288,Current,513564
A01987,C02098,Savings,443355
A01988,C02134,Current,760628
A01989,C02303,Savings,983896
A01990,C01463,Savings,356606
A01991,C00537,Current,79556
A01992,C02461,Current,302029
A01993,C04214,Current,915758
A01994,C00524,Savings,296827
A01995,C02731,Current,966047
A01996,C00900,Savings,637852
A01997,C03674,Savings,260463
A01998,C01802,Current,722468
A01999,C04927,Savings,200678
A02000,C00640,Current,922418
A02001,C03308,Current,725278
A02002,C02375,Current,235396
A02003,C01348,Savings,225390
A02004,C03480,Current,14452
A02005,C03993,Current,770820
A02006,C02920,Savings,963226
A02007,C00121,Savings,687637
A02008,C03078,Savings,305999
A02009,C02960,Savings,550890
A02010,C03914,Current,404754
A02011,C03052,Savings,788943
A02012,C01604,Savings,166588
A02013,C00137,Savings,640649
A02014,C01473,Savings,107210
A02015,C02379,Current,95159
A02016,C04121,Savings,755397
A02017,C03517,Savings,641577
A02018,C03334,Savings,325804
A02019,C01184,Savings,90811
A02020,C00809,Savings,28674
A02021,C01784,Current,514056
A02022,C01664,Current,972044
A02023,C00054,Current,843696
A02024,C04142,Current,992848
A02025,C04618,Savings,425806
A02026,C03558,Savings,947560
A02027,C00741,Savings,537310
A02028,C00974,Savings,294741
A02029,C04114,Current,308699
A02030,C04600,Savings,591479
A02031,C03757,Savings,947908
A02032,C03208,Current,63255
A02033,C01902,Current,857327
A02034,C02526,Current,459302
A02035,C03806,Savings,359378
A02036,C02927,Current,787812
A02037,C04441,Savings,636762
A02038,C01681,Savings,284898
A02039,C01906,Savings,500575
A02040,C01406,Savings,803717
A02041,C02718,Savings,418568
A02042,C03853,Savings,401323
A02043,C04690,Savings,291193
A02044,C03966,Current,744875
A02045,C04483,Savings,595126
A02046,C02472,Current,100112
A02047,C02179,Current,699313
A02048,C03292,Current,56622
A02049,C01653,Savings,425987
A02050,C00036,Savings,92827
A02051,C04709,Current,209566
A02052,C02966,Savings,645227
A02053,C01326,Savings,557385
A02054,C04053,Savings,755641
A02055,C00401,Current,790759
A02056,C03935,Savings,172276
A02057,C03139,Savings,1412
A02058,C00045,Current,309525
A02059,C03024,Current,171738
A02060,C00284,Current,54853
A02061,C04269,Current,907167
A02062,C00104,Savings,797160
A02063,C03998,Savings,278271
A02064,C02563,Current,825159
A02065,C01930,Current,809241
A02066,C02851,Current,510145
A02067,C03912,Current,221457
A02068,C01708,Current,117618
A02069,C03201,Current,809533
A02070,C03036,Savings,501228
A02071,C00253,Current,187282
A02072,C01094,Savings,481939
A02073,C04486,Savings,634190
A02074,C03691,Savings,305237
A02075,C04738,Savings,469311
A02076,C04431,Savings,512742
A02077,C03435,Current,215531
A02078,C01416,Savings,976147
A02079,C04901,Savings,427429
A02080,C00612,Savings,393136
A02081,C04563,Current,56824
A02082,C03807,Savings,168213
A02083,C04553,Savings,836286
A02084,C02630,Savings,300674
A02085,C03388,Current,969542
A02086,C00148,Savings,155378
A02087,C00449,Savings,286527
A02088,C02585,Savings,906560
A02089,C02078,Current,334935
A02090,C03690,Savings,485812
A02091,C03684,Current,100660
A02092,C04051,Current,13571
A02093,C00693,Savings,303540
A02094,C02864,Savings,284028
A02095,C02026,Current,775159
A02096,C04259,Current,669078
A02097,C01580,Savings,742542
A02098,C00774,Current,752442
A02099,C00571,Current,784873
A02100,C00790,Current,869707
A02101,C03040,Current,128021
A02102,C02174,Savings,744364
A02103,C02681,Current,107190
A02104,C01019,Current,927474
A02105,C04165,Current,85409
A02106,C00825,Current,297605
A02107,C00594,Current,559517
A02108,C03180,Current,366227
A02109,C03606,Current,147839
A02110,C02347,Current,537810
A02111,C04012,Savings,112541
A02112,C01724,Current,728653
A02113,C03099,Current,365472
A02114,C01928,Current,709697
A02115,C03662,Savings,816328
A02116,C00580,Savings,954420
A02117,C04562,Current,827323
A02118,C04783,Current,972072
A02119,C03684,Savings,35436
A02120,C01985,Savings,870128
A02121,C00524,Savings,480610
A02122,C01346,Savings,529304
A02123,C04131,Current,100160
A02124,C04493,Current,754449
A02125,C02272,Savings,487507
A02126,C02582,Savings,810702
A02127,C03599,Current,869273
A02128,C02128,Current,175007
A02129,C04712,Savings,194388
A02130,C00144,Savings,865808
A02131,C00172,Savings,370282
A02132,C03739,Savings,977570
A02133,C04471,Savings,857456
A02134,C00984,Current,578114
A02135,C03104,Current,523123
A02136,C04432,Savings,9153
A02137,C02726,Current,652470
A02138,C03337,Current,915045
A02139,C00187,Current,538342
A02140,C01891,Current,449660
A02141,C00939,Savings,687755
A02142,C02940,Current,361133
A02143,C02841,Current,388957
A02144,C04406,Current,572067
A02145,C00030,Current,701409
A02146,C02671,Current,625978
A02147,C01943,Savings,341413
A02148,C02993,Savings,291716
A02149,C03271,Current,548381
A02150,C04014,Current,620122
A02151,C02913,Savings,392134
A02152,C03121,Current,575505
A02153,C04066,Current,369285
A02154,C00052,Savings,726022
A02155,C04543,Savings,326141
A02156,C04768,Savings,986347
A02157,C03391,Savings,985658
A02158,C02635,Current,63772
A02159,C00476,Savings,346835
A02160,C00995,Current,662383
A02161,C01120,Savings,428264
A02162,C01392,Savings,732687
A02163,C04347,Savings,932042
A02164,C02837,Savings,30598
A02165,C03045,Current,405382
A02166,C01516,Current,900995
A02167,C04196,Current,414766
A02168,C03772,Current,754227
A02169,C04818,Savings,2672
A02170,C00542,Current,713040
A02171,C01122,Savings,378580
A02172,C02424,Savings,322648
A02173,C04823,Current,54597
A02174,C04455,Current,687265
A02175,C04131,Savings,967038
A02176,C02391,Current,194521
A02177,C02066,Savings,473141
A02178,C04617,Current,631670
A02179,C01411,Current,729248
A02180,C03124,Savings,544642
A02181,C03432,Savings,489917
A02182,C00243,Savings,4080
A02183,C00363,Current,451138
A02184,C02746,Savings,359012
A02185,C04215,Current,5680
A02186,C00356,Current,483663
A02187,C01375,Current,507601
A02188,C02839,Current,811434
A02189,C00277,Current,617719
A02190,C01270,Current,439510
A02191,C02304,Current,298435
A02192,C01841,Current,477791
A02193,C03615,Savings,965070
A02194,C01177,Savings,149471
A02195,C00907,Savings,278438
A02196,C03445,Current,465758
A02197,C00770,Savings,310812
A02198,C01241,Savings,373840
A02199,C04089,Savings,43435
A02200,C01643,Current,46707
A02201,C02467,Current,570247
A02202,C04820,Savings,705303
A02203,C00206,Savings,120278
A02204,C01748,Savings,177170
A02205,C02203,Savings,879015
A02206,C04060,Savings,761549
A02207,C01542,Current,854192
A02208,C03505,Current,18682
A02209,C04708,Current,827535
A02210,C04528,Savings,800320
A02211,C01388,Savings,286970
A02212,C01333,Savings,182567
A02213,C00935,Current,608876
A02214,C01609,Savings,237932
A02215,C01899,Savings,344890
A02216,C04411,Current,148005
A02217,C03774,Savings,957810
A02218,C03749,Current,412645
A02219,C04831,Current,291848
A02220,C04038,Current,478215
A02221,C01022,Savings,158764
A02222,C01726,Current,259131
A02223,C02522,Current,165827
A02224,C02725,Current,385490
A02225,C01099,Current,797023
A02226,C04698,Savings,182071
A02227,C02770,Current,852868
A02228,C04199,Current,501979
A02229,C01266,Savings,345529
A02230,C01347,Current,417011
A02231,C01928,Savings,473121
A02232,C01160,Current,745351
A02233,C04215,Savings,589637
A02234,C03171,Current,9924
A02235,C04149,Savings,526780
A02236,C04056,Current,102095
A02237,C04615,Savings,995797
A02238,C01658,Current,636616
A02239,C04497,Current,883679
A02240,C00313,Current,523584
A02241,C03775,Current,557853
A02242,C02119,Current,438450
A02243,C02906,Savings,631386
A02244,C00704,Current,847066
A02245,C01528,Savings,758691
A02246,C04367,Current,12176
A02247,C04453,Current,187084
A02248,C00038,Current,467037
A02249,C02107,Current,14491
A02250,C01596,Current,434645
A02251,C04191,Current,353762
A02252,C00244,Current,794060
A02253,C03995,Savings,682054
A02254,C01398,Savings,696457
A02255,C01552,Savings,721966
A02256,C03842,Savings,876915
A02257,C02381,Savings,569974
A02258,C01824,Current,431866
A02259,C04233,Savings,678398
A02260,C03152,Current,130877
A02261,C03089,Savings,811216
A02262,C03918,Savings,611585
A02263,C03792,Current,530139
A02264,C03750,Current,169461
A02265,C04138,Savings,982877
A02266,C02837,Current,618232
A02267,C03572,Savings,89264
A02268,C00139,Savings,590691
A02269,C04251,Current,148945
A02270,C01879,Current,906020
A02271,C01417,Savings,915298
A02272,C00847,Current,558652
A02273,C04273,Current,132004
A02274,C03413,Savings,473540
A02275,C01415,Current,82500
A02276,C03775,Savings,799579
A02277,C02621,Savings,981654
A02278,C03174,Savings,636086
A02279,C03467,Savings,649864
A02280,C04084,Savings,124395
A02281,C03062,Current,123019
A02282,C02493,Current,754905
A02283,C01120,Savings,427440
A02284,C03340,Current,348455
A02285,C03700,Current,739645
A02286,C03635,Savings,187977
A02287,C04388,Savings,871704
A02288,C01788,Savings,488624
A02289,C00184,Savings,910713
A02290,C02462,Savings,873745
A02291,C00492,Current,519685
A02292,C02260,Savings,360567
A02293,C02741,Current,364052
A02294,C02589,Current,17486
A02295,C02335,Current,855433
A02296,C03569,Savings,286109
A02297,C03747,Savings,426228
A02298,C03420,Current,423168
A02299,C04023,Current,880112
A02300,C00052,Current,718325
A02301,C04376,Savings,412272
A02302,C03475,Savings,4119
A02303,C03382,Savings,371821
A02304,C03627,Savings,884018
A02305,C00586,Current,155564
A02306,C00029,Current,429934
A02307,C03756,Current,61576
A02308,C01128,Savings,346994
A02309,C00992,Savings,498607
A02310,C02948,Savings,343168
A02311,C00307,Savings,900874
A02312,C00708,Savings,903591
A02313,C02492,Savings,666912
A02314,C02858,Savings,636991
A02315,C03166,Current,79578
A02316,C02954,Current,673354
A02317,C03251,Savings,687820
A02318,C04116,Current,508496
A02319,C03239,Savings,339830
A02320,C01984,Current,80124
A02321,C01290,Savings,419409
A02322,C03007,Savings,238371
A02323,C00308,Savings,317668
A02324,C01980,Savings,948290
A02325,C02987,Current,418232
A02326,C03370,Savings,977884
A02327,C00856,Savings,148464
A02328,C04899,Savings,263644
A02329,C00835,Savings,697095
A02330,C00124,Current,632704
A02331,C00479,Current,983682
A02332,C02629,Current,275583
A02333,C00291,Savings,322717
A02334,C00392,Current,883587
A02335,C02389,Savings,385014
A02336,C03310,Current,461531
A02337,C00170,Savings,342960
A02338,C04158,Current,272615
A02339,C01860,Current,534904
A02340,C03297,Savings,634246
A02341,C00569,Current,396021
A02342,C03930,Savings,377273
A02343,C03696,Savings,779204
A02344,C02706,Current,72992
A02345,C01142,Current,679295
A02346,C04285,Current,694784
A02347,C00772,Savings,816211
A02348,C01697,Savings,87917
A02349,C03390,Savings,521471
A02350,C04392,Savings,417341
A02351,C03756,Current,997505
A02352,C02684,Current,951895
A02353,C04206,Savings,70567
A02354,C01128,Current,942500
A02355,C04746,Current,548856
A02356,C02174,Savings,561391
A02357,C02704,Current,32202
A02358,C01167,Savings,507663
A02359,C03787,Savings,806541
A02360,C04039,Current,176510
A02361,C04336,Current,521439
A02362,C03565,Savings,73227
A02363,C04032,Savings,238416
A02364,C03782,Current,858105
A02365,C02110,Savings,642148
A02366,C04042,Current,734610
A02367,C01299,Savings,896280
A02368,C02886,Current,229690
A02369,C01466,Current,938190
A02370,C04383,Current,504712
A02371,C04041,Savings,185344
A02372,C03313,Savings,442985
A02373,C03585,Current,350253
A02374,C04583,Current,120477
A02375,C01028,Savings,895569
A02376,C03925,Savings,580732
A02377,C00298,Savings,863148
A02378,C01384,Savings,727116
A02379,C03766,Savings,738406
A02380,C00662,Current,654851
A02381,C02558,Savings,997724
A02382,C01634,Savings,47376
A02383,C01134,Savings,825131
A02384,C04358,Current,2633
A02385,C01033,Current,925161
A02386,C01356,Savings,579986
A02387,C02892,Savings,501218
A02388,C03197,Current,115264
A02389,C04975,Savings,48745
A02390,C04941,Savings,521636
A02391,C04783,Savings,114799
A02392,C02006,Savings,401998
A02393,C03712,Current,373879
A02394,C01201,Current,29612
A02395,C02999,Current,364969
A02396,C01035,Current,397729
A02397,C02346,Current,540085
A02398,C01686,Current,705597
A02399,C00335,Savings,534135
A02400,C00622,Current,903252
A02401,C03378,Current,993835
A02402,C00673,Savings,989589
A02403,C01838,Savings,695388
A02404,C00165,Savings,495517
A02405,C02942,Current,95798
A02406,C04729,Current,387196
A02407,C03826,Savings,263623
A02408,C01403,Savings,444983
A02409,C03539,Current,868137
A02410,C02833,Current,146639
A02411,C03544,Current,13097
A02412,C01882,Current,711605
A02413,C02926,Current,709420
A02414,C00807,Savings,670224
A02415,C00820,Current,722331
A02416,C01123,Savings,777584
A02417,C02015,Current,187122
A02418,C04479,Current,138043
A02419,C02910,Current,491092
A02420,C02257,Current,329055
A02421,C03798,Savings,880017
A02422,C01962,Savings,494575
A02423,C03158,Current,295839
A02424,C00637,Savings,186818
A02425,C02658,Current,837689
A02426,C03410,Current,785208
A02427,C04017,Current,503218
A02428,C00188,Current,374358
A02429,C01962,Savings,886474
A02430,C03652,Savings,918426
A02431,C00095,Savings,960402
A02432,C00576,Current,499904
A02433,C02114,Current,559111
A02434,C03775,Current,776201
A02435,C03084,Current,78049
A02436,C00500,Current,469509
A02437,C03488,Current,78644
A02438,C03071,Savings,708570
A02439,C02823,Current,53723
A02440,C03178,Current,149428
A02441,C01711,Savings,970287
A02442,C01710,Current,691556
A02443,C03594,Savings,151008
A02444,C02257,Current,236891
A02445,C02625,Current,558264
A02446,C02392,Current,757634
A02447,C04141,Savings,502873
A02448,C03744,Current,410139
A02449,C02112,Current,167131
A02450,C03700,Current,427083
A02451,C00749,Current,425771
A02452,C00677,Savings,571223
A02453,C02730,Savings,962690
A02454,C03625,Current,458430
A02455,C04994,Current,755360
A02456,C03656,Current,664640
A02457,C02268,Savings,464385
A02458,C00878,Current,822680
A02459,C02891,Savings,139336
A02460,C04239,Current,661875
A02461,C00990,Savings,930139
A02462,C02402,Current,141492
A02463,C03092,Savings,281342
A02464,C03437,Savings,62000
A02465,C02174,Savings,981820
A02466,C02451,Savings,688960
A02467,C03825,Current,909559
A02468,C03069,Current,175918
A02469,C04208,Savings,731393
A02470,C04941,Savings,847532
A02471,C03887,Savings,254072
A02472,C00132,Current,407403
A02473,C00868,Savings,240333
A02474,C04281,Savings,45292
A02475,C03886,Savings,365913
A02476,C01872,Savings,340720
A02477,C03089,Savings,730472
A02478,C04090,Savings,704928
A02479,C03598,Savings,704087
A02480,C00369,Current,58605
A02481,C01447,Current,514814
A02482,C02394,Current,969367
A02483,C02751,Savings,154686
A02484,C02859,Savings,365396
A02485,C00205,Savings,316754
A02486,C02811,Current,424218
A02487,C04766,Savings,156298
A02488,C02332,Savings,902593
A02489,C00164,Savings,596373
A02490,C03419,Current,947408
A02491,C03815,Savings,152560
A02492,C03956,Current,655726
A02493,C02245,Savings,622201
A02494,C00315,Current,545757
A02495,C01640,Current,133624
A02496,C04245,Savings,705829
A02497,C02503,Current,595919
A02498,C00033,Current,521092
A02499,C00506,Savings,511404
A02500,C03296,Savings,876923
A02501,C01771,Current,65624
A02502,C03325,Current,776843
A02503,C03639,Savings,901403
A02504,C00920,Savings,399167
A02505,C02192,Savings,510799
A02506,C04912,Savings,379017
A02507,C03804,Current,746259
A02508,C02230,Savings,992307
A02509,C04763,Savings,163794
A02510,C01393,Current,203230
A02511,C02609,Savings,925420
A02512,C03975,Savings,748219
A02513,C02164,Savings,324751
A02514,C04031,Savings,568053
A02515,C04384,Current,291416
A02516,C01829,Savings,848908
A02517,C00532,Current,976703
A02518,C02038,Savings,786892
A02519,C00440,Current,426052
A02520,C01890,Current,339069
A02521,C00202,Current,152178
A02522,C02188,Savings,814437
A02523,C02571,Savings,104180
A02524,C03066,Savings,740755
A02525,C01339,Savings,982109
A02526,C04018,Current,800136
A02527,C04680,Current,911087
A02528,C00008,Current,129082
A02529,C04769,Savings,479210
A02530,C03179,Savings,224578
A02531,C03441,Savings,410780
A02532,C04870,Savings,87066
A02533,C03580,Savings,203457
A02534,C02774,Savings,397189
A02535,C01716,Current,926326
A02536,C00940,Savings,73696
A02537,C04226,Current,515601
A02538,C01451,Savings,188348
A02539,C04173,Savings,966260
A02540,C02354,Current,754910
A02541,C01622,Savings,113985
A02542,C00945,Savings,620863
A02543,C00192,Savings,300626
A02544,C04878,Current,786963
A02545,C02998,Current,413162
A02546,C02590,Current,965927
A02547,C00096,Savings,801439
A02548,C03211,Savings,739919
A02549,C00607,Savings,533440
A02550,C00444,Savings,638818
A02551,C03834,Current,636431
A02552,C00716,Savings,534036
A02553,C01692,Current,968474
A02554,C02752,Savings,528398
A02555,C00746,Current,343911
A02556,C01971,Savings,465451
A02557,C04663,Savings,411794
A02558,C01195,Current,892949
A02559,C02752,Current,60938
A02560,C00943,Current,668369
A02561,C01590,Current,659925
A02562,C01021,Current,815370
A02563,C02604,Savings,973418
A02564,C01969,Savings,303767
A02565,C04157,Savings,767745
A02566,C02887,Current,166051
A02567,C02275,Current,323831
A02568,C02420,Current,380908
A02569,C00290,Current,697853
A02570,C02130,Savings,746868
A02571,C02942,Current,714018
A02572,C03196,Savings,222054
A02573,C01319,Current,127826
A02574,C01878,Current,253181
A02575,C03072,Current,558577
A02576,C00387,Savings,506510
A02577,C02419,Savings,654177
A02578,C00551,Savings,117289
A02579,C04617,Current,993473
A02580,C02170,Current,479154
A02581,C01094,Savings,689243
A02582,C00269,Current,996523
A02583,C01185,Current,883096
A02584,C03962,Savings,992537
A02585,C03979,Savings,22889
A02586,C04994,Current,199305
A02587,C02069,Savings,682365
A02588,C03341,Current,749148
A02589,C00186,Savings,357456
A02590,C01024,Savings,213887
A02591,C02281,Current,440712
A02592,C04263,Savings,20620
A02593,C03508,Savings,154721
A02594,C02796,Savings,611589
A02595,C04147,Savings,247035
A02596,C02800,Current,832307
A02597,C03748,Savings,70420
A02598,C01025,Current,358003
A02599,C04240,Current,923088
A02600,C00215,Current,488401
A02601,C01054,Savings,618584
A02602,C04902,Savings,89679
A02603,C00944,Current,209269
A02604,C04149,Savings,67639
A02605,C01836,Current,398535
A02606,C03915,Current,605112
A02607,C01996,Current,950983
A02608,C01915,Current,987174
A02609,C04025,Current,992319
A02610,C01497,Current,861294
A02611,C03914,Current,181479
A02612,C00198,Savings,226215
A02613,C03412,Savings,415991
A02614,C04377,Current,816346
A02615,C01325,Savings,178060
A02616,C02918,Current,748049
A02617,C03362,Current,111923
A02618,C03311,Savings,755410
A02619,C02077,Savings,27511
A02620,C01080,Current,627360
A02621,C04684,Current,432651
A02622,C00220,Savings,891376
A02623,C00189,Current,543312
A02624,C00795,Current,743184
A02625,C03875,Savings,172444
A02626,C03929,Savings,662578
A02627,C00945,Current,655887
A02628,C04906,Current,588128
A02629,C04463,Current,572215
A02630,C03018,Savings,692961
A02631,C03316,Current,624175
A02632,C00150,Current,71534
A02633,C02255,Savings,663729
A02634,C01395,Current,150946
A02635,C02126,Savings,701402
A02636,C02391,Current,911494
A02637,C00210,Current,202408
A02638,C00517,Savings,526188
A02639,C00966,Current,579916
A02640,C01013,Savings,807665
A02641,C01510,Savings,40539
A02642,C01015,Savings,753452
A02643,C01430,Current,795938
A02644,C00908,Current,268563
A02645,C01533,Savings,714087
A02646,C04593,Savings,960548
A02647,C00536,Savings,363629
A02648,C03299,Savings,50894
A02649,C02696,Savings,104446
A02650,C01958,Savings,57751
A02651,C03681,Savings,962780
A02652,C01235,Current,849408
A02653,C04966,Current,377610
A02654,C00353,Current,70065
A02655,C03337,Savings,495888
A02656,C03672,Savings,532016
A02657,C01599,Savings,569038
A02658,C04412,Savings,50316
A02659,C00037,Savings,840253
A02660,C04904,Savings,252184
A02661,C03332,Current,194697
A02662,C03228,Savings,294433
A02663,C02886,Current,668588
A02664,C03472,Savings,390506
A02665,C02070,Current,639867
A02666,C03121,Savings,507228
A02667,C02946,Savings,886842
A02668,C04965,Current,498004
A02669,C00060,Savings,174105
A02670,C04202,Savings,379405
A02671,C00014,Current,109455
A02672,C03644,Savings,522359
A02673,C00860,Savings,670101
A02674,C02002,Current,52141
A02675,C02416,Current,294316
A02676,C01053,Current,218266
A02677,C04789,Current,179143
A02678,C00587,Current,217665
A02679,C04938,Savings,847245
A02680,C04543,Current,626625
A02681,C01988,Savings,8230
A02682,C04527,Current,886421
A02683,C03205,Savings,613871
A02684,C04249,Savings,418193
A02685,C00294,Savings,796718
A02686,C03413,Savings,463089
A02687,C03774,Savings,773685
A02688,C03021,Savings,550086
A02689,C03960,Current,30115
A02690,C03909,Savings,760676
A02691,C03502,Current,108183
A02692,C03438,Current,469737
A02693,C04069,Current,402991
A02694,C00629,Current,235256
A02695,C03258,Current,222364
A02696,C01934,Current,630294
A02697,C04853,Current,631717
A02698,C04682,Current,533099
A02699,C04550,Current,288764
A02700,C00721,Current,479447
A02701,C03878,Savings,51550
A02702,C00282,Current,308635
A02703,C03391,Current,75584
A02704,C02696,Current,312616
A02705,C00407,Current,106565
A02706,C01422,Current,436855
A02707,C01317,Savings,359695
A02708,C01536,Current,230027
A02709,C01993,Savings,27442
A02710,C03826,Current,619580
A02711,C02812,Savings,45257
A02712,C01371,Current,409515
A02713,C00885,Current,487445
A02714,C00389,Current,187883
A02715,C04722,Current,525981
A02716,C01453,Savings,841132
A02717,C03886,Savings,557876
A02718,C00438,Current,277091
A02719,C03661,Current,379762
A02720,C04902,Savings,169984
A02721,C01722,Current,234854
A02722,C01478,Current,688599
A02723,C00241,Savings,821119
A02724,C02427,Current,44089
A02725,C03610,Current,493035
A02726,C04512,Current,309906
A02727,C03653,Current,992771
A02728,C04990,Savings,273017
A02729,C02795,Current,879134
A02730,C03914,Savings,572161
A02731,C04447,Savings,263481
A02732,C03736,Savings,539407
A02733,C01369,Savings,135219
A02734,C00422,Savings,256352
A02735,C02639,Current,69479
A02736,C00041,Savings,361452
A02737,C04481,Current,611130
A02738,C04870,Savings,40403
A02739,C04025,Savings,649711
A02740,C00182,Savings,436636
A02741,C01056,Current,323898
A02742,C04630,Current,58896
A02743,C00293,Savings,546255
A02744,C01803,Savings,801915
A02745,C03036,Current,96070
A02746,C02243,Savings,56440
A02747,C01515,Current,54933
A02748,C04796,Savings,869877
A02749,C04608,Current,628937
A02750,C04431,Savings,249634
A02751,C00668,Current,977807
A02752,C03848,Savings,973314
A02753,C01116,Current,992828
A02754,C03215,Savings,5874
A02755,C04734,Current,55009
A02756,C02867,Current,85201
A02757,C03566,Current,906729
A02758,C04139,Current,669070
A02759,C02094,Savings,318713
A02760,C02672,Savings,676749
A02761,C02656,Current,124060
A02762,C00015,Current,501153
A02763,C04657,Savings,999336
A02764,C03923,Savings,713616
A02765,C04787,Savings,748724
A02766,C03070,Savings,366159
A02767,C02711,Savings,796121
A02768,C00944,Current,892234
A02769,C02317,Current,56924
A02770,C00824,Current,374278
A02771,C02297,Savings,226084
A02772,C00901,Current,56804
A02773,C02216,Current,359205
A02774,C00140,Current,59901
A02775,C04677,Current,394631
A02776,C03498,Current,916911
A02777,C02704,Current,21470
A02778,C02565,Savings,248623
A02779,C00072,Savings,519891
A02780,C01023,Current,616093
A02781,C02053,Savings,586561
A02782,C00044,Savings,480637
A02783,C02105,Current,694488
A02784,C00168,Current,698827
A02785,C02312,Savings,636641
A02786,C00928,Savings,753718
A02787,C03551,Savings,788528
A02788,C02824,Savings,277566
A02789,C04369,Savings,525988
A02790,C04152,Current,378890
A02791,C03940,Savings,331075
A02792,C03806,Current,881084
A02793,C03386,Current,629593
A02794,C02131,Savings,127319
A02795,C02054,Current,459744
A02796,C04692,Savings,36281
A02797,C02656,Savings,869132
A02798,C04883,Current,313498
A02799,C03244,Savings,791461
A02800,C01974,Savings,529547
A02801,C00415,Current,951788
A02802,C03719,Current,198965
A02803,C00003,Savings,179823
A02804,C04206,Current,779694
A02805,C04276,Current,636263
A02806,C00292,Savings,682363
A02807,C03990,Current,770951
A02808,C02414,Savings,943925
A02809,C02685,Current,810565
A02810,C03461,Current,452602
A02811,C03330,Savings,301435
A02812,C02977,Savings,712968
A02813,C04644,Savings,6278
A02814,C02316,Savings,777501
A02815,C04465,Current,320689
A02816,C04914,Savings,288820
A02817,C04801,Savings,664092
A02818,C03409,Current,155848
A02819,C02333,Current,974475
A02820,C01711,Current,533636
A02821,C02367,Savings,46149
A02822,C00151,Current,964490
A02823,C00738,Savings,126739
A02824,C00040,Current,772921
A02825,C02616,Current,233304
A02826,C03019,Current,169200
A02827,C03134,Current,752189
A02828,C00533,Current,553332
A02829,C00314,Savings,734418
A02830,C02562,Savings,39204
A02831,C02186,Current,169174
A02832,C02955,Current,18796
A02833,C00985,Savings,701980
A02834,C01964,Current,683626
A02835,C01197,Current,439532
A02836,C04459,Current,138772
A02837,C02281,Current,917807
A02838,C02891,Current,777375
A02839,C00920,Savings,24659
A02840,C03229,Current,908890
