CustomerID,Age,Gender,City,CreditScore,RiskSegment
C00774,20,M,Pune,625,Medium
C00775,27,F,Mumbai,684,Medium
C00776,20,F,Chennai,324,High
C00777,68,F,Pune,606,Medium
C00778,33,F,Mumbai,502,High
C00779,68,M,Mumbai,366,High
C00780,41,F,Pune,803,Low
C00781,39,F,Delhi,565,Medium
C00782,24,F,Chennai,638,Medium
C00783,28,M,Mumbai,716,Low
C00784,25,F,Mumbai,452,High
C00785,26,F,Chennai,664,Medium
C00786,20,F,Pune,410,High
C00787,67,F,Pune,693,Medium
C00788,46,F,Bangalore,322,High
C00789,18,M,Chennai,766,Low
C00790,74,F,Delhi,749,Low
C00791,46,M,Mumbai,714,Low
C00792,69,M,Mumbai,788,Low
C00793,46,F,Bangalore,744,Low
C00794,20,M,Mumbai,564,Medium
C00795,59,M,Pune,839,Low
C00796,52,F,Bangalore,464,High
C00797,54,M,Mumbai,523,High
C00798,74,M,Bangalore,369,High
C00799,27,F,Mumbai,685,Medium
C00800,52,M,Bangalore,730,Low
C00801,20,M,Mumbai,427,High
C00802,55,M,Pune,657,Medium
C00803,36,M,Bangalore,429,High
C00804,69,M,Pune,464,High
C00805,41,M,Bangalore,814,Low
C00806,59,M,Chennai,571,Medium
C00807,28,F,Pune,710,Low
C00808,42,F,Bangalore,611,Medium
C00809,36,F,Mumbai,464,High
C00810,25,M,Bangalore,424,High
C00811,31,M,Bangalore,512,High
C00812,48,F,Delhi,536,High
C00813,65,M,Bangalore,805,Low
C00814,43,M,Bangalore,309,High
C00815,57,M,Chennai,794,Low
C00816,34,M,Pune,454,High
C00817,41,F,Pune,356,High
C00818,29,F,Mumbai,435,High
C00819,71,M,Bangalore,810,Low
C00820,70,F,Chennai,705,Low
C00821,47,F,Chennai,833,Low
C00822,55,F,Mumbai,629,Medium
C00823,53,F,Mumbai,791,Low
C00824,35,F,Bangalore,767,Low
C00825,56,M,Delhi,548,High
C00826,42,M,Delhi,540,High
C00827,34,F,Bangalore,823,Low
C00828,27,F,Pune,664,Medium
C00829,50,F,Mumbai,552,Medium
C00830,41,F,Chennai,447,High
C00831,24,M,Bangalore,376,High
C00832,20,F,Pune,789,Low
C00833,68,F,Delhi,472,High
C00834,69,M,Bangalore,835,Low
C00835,50,M,Mumbai,627,Medium
C00836,61,M,Mumbai,688,Medium
C00837,65,M,Chennai,819,Low
C00838,58,F,Chennai,702,Low
C00839,48,F,Delhi,340,High
C00840,55,F,Bangalore,808,Low
C00841,57,F,Chennai,306,High
C00842,21,F,Delhi,309,High
C00843,41,F,Delhi,417,High
C00844,37,F,Mumbai,613,Medium
C00845,53,F,Pune,657,Medium
C00846,61,F,Bangalore,301,High
C00847,61,F,Bangalore,743,Low
C00848,19,M,Delhi,733,Low
C00849,21,F,Delhi,319,High
C00850,49,M,Chennai,820,Low
C00851,58,F,Bangalore,658,Medium
C00852,64,F,Bangalore,423,High
C00853,35,F,Chennai,548,High
C00854,20,M,Pune,302,High
C00855,54,F,Chennai,457,High
C00856,53,F,Pune,386,High
C00857,67,F,Delhi,380,High
C00858,34,M,Bangalore,382,High
C00859,41,F,Mumbai,761,Low
C00860,37,M,Mumbai,337,High
C00861,75,M,Bangalore,449,High
C00862,27,M,Mumbai,783,Low
C00863,22,F,Bangalore,684,Medium
C00864,67,M,Bangalore,572,Medium
C00865,26,M,Chennai,592,Medium
C00866,43,M,Delhi,776,Low
C00867,49,M,Chennai,630,Medium
C00868,61,F,Chennai,380,High
C00869,41,F,Delhi,744,Low
C00870,18,M,Chennai,729,Low
C00871,67,M,Bangalore,598,Medium
C00872,38,F,Bangalore,832,Low
C00873,52,M,Chennai,560,Medium
C00874,51,M,Pune,525,High
C00875,59,M,Delhi,567,Medium
C00876,50,M,Bangalore,788,Low
C00877,34,M,Pune,659,Medium
C00878,48,M,Mumbai,560,Medium
C00879,54,M,Delhi,355,High
C00880,49,M,Bangalore,795,Low
C00881,70,M,Mumbai,733,Low
C00882,62,F,Delhi,623,Medium
C00883,48,M,Delhi,611,Medium
C00884,48,F,Delhi,711,Low
C00885,42,M,Chennai,356,High
C00886,61,F,Delhi,540,High
C00887,73,F,Pune,838,Low
C00888,21,M,Mumbai,591,Medium
C00889,50,F,Bangalore,403,High
C00890,37,M,Chennai,798,Low
C00891,69,F,Mumbai,648,Medium
C00892,41,F,Mumbai,638,Medium
C00893,55,M,Chennai,636,Medium
C00894,65,M,Bangalore,520,High
C00895,35,M,Bangalore,836,Low
C00896,18,M,Chennai,568,Medium
C00897,45,M,Bangalore,834,Low
C00898,45,F,Delhi,652,Medium
C00899,69,F,Bangalore,541,High
C00900,65,F,Pune,742,Low
C00901,66,F,Mumbai,699,Medium
C00902,35,M,Mumbai,735,Low
C00903,38,M,Delhi,331,High
C00904,72,M,Mumbai,319,High
C00905,22,M,Chennai,425,High
C00906,62,M,Pune,807,Low
C00907,36,F,Delhi,401,High
C00908,47,F,Bangalore,546,High
C00909,24,F,Bangalore,373,High
C00910,51,F,Chennai,641,Medium
C00911,70,F,Chennai,844,Low
C00912,44,M,Bangalore,798,Low
C00913,50,M,Delhi,400,High
C00914,44,F,Mumbai,457,High
C00915,28,M,Pune,463,High
C00916,41,F,Bangalore,768,Low
C00917,57,M,Chennai,437,High
C00918,35,M,Chennai,808,Low
C00919,48,F,Mumbai,478,High
C00920,31,M,Pune,379,High
C00921,32,M,Chennai,773,Low
C00922,23,M,Pune,798,Low
C00923,28,M,Pune,464,High
C00924,35,F,Delhi,656,Medium
C00925,20,F,Chennai,848,Low
C00926,20,F,Delhi,539,High
C00927,31,M,Bangalore,407,High
C00928,52,F,Chennai,835,Low
C00929,64,F,Chennai,442,High
C00930,25,F,Bangalore,741,Low
C00931,45,M,Delhi,366,High
C00932,19,M,Mumbai,798,Low
C00933,74,M,Pune,693,Medium
C00934,21,F,Chennai,774,Low
C00935,20,F,Chennai,355,High
C00936,52,F,Delhi,491,High
C00937,30,F,Chennai,556,Medium
C00938,43,M,Pune,424,High
C00939,64,F,Bangalore,661,Medium
C00940,70,F,Pune,484,High
C00941,32,M,Delhi,786,Low
C00942,73,F,Bangalore,723,Low
C00943,24,M,Bangalore,494,High
C00944,75,F,Bangalore,409,High
C00945,49,M,Chennai,346,High
C00946,23,F,Bangalore,519,High
C00947,54,F,Mumbai,339,High
C00948,64,F,Mumbai,325,High
C00949,56,F,Bangalore,773,Low
C00950,62,M,Delhi,711,Low
C00951,55,F,Delhi,417,High
C00952,65,F,Pune,437,High
C00953,49,F,Chennai,611,Medium
C00954,46,M,Delhi,698,Medium
C00955,19,M,Delhi,561,Medium
C00956,71,F,Chennai,829,Low
C00957,65,M,Chennai,665,Medium
C00958,64,F,Bangalore,822,Low
C00959,55,M,Chennai,497,High
C00960,75,F,Pune,670,Medium
C00961,36,M,Chennai,740,Low
C00962,66,F,Chennai,366,High
C00963,25,M,Chennai,819,Low
C00964,64,M,Mumbai,425,High
C00965,37,F,Chennai,567,Medium
C00966,49,F,Chennai,680,Medium
C00967,61,M,Pune,697,Medium
C00968,74,M,Pune,559,Medium
C00969,22,M,Pune,760,Low
C00970,64,F,Delhi,813,Low
C00971,56,M,Pune,731,Low
C00972,48,F,Delhi,458,High
C00973,52,F,Chennai,638,Medium
C00974,41,F,Pune,564,Medium
C00975,59,M,Bangalore,302,High
C00976,34,F,Chennai,618,Medium
C00977,37,F,Pune,777,Low
C00978,60,M,Pune,584,Medium
C00979,48,M,Bangalore,454,High
C00980,50,F,Chennai,420,High
C00981,69,F,Bangalore,433,High
C00982,72,M,Delhi,632,Medium
C00983,54,F,Bangalore,324,High
C00984,59,F,Mumbai,792,Low
C00985,69,F,Delhi,429,High
C00986,20,F,Chennai,421,High
C00987,40,F,Pune,375,High
C00988,36,F,Pune,495,High
C00989,57,F,Pune,605,Medium
C00990,68,M,Pune,460,High
C00991,53,M,Chennai,820,Low
C00992,68,F,Mumbai,353,High
C00993,21,F,Delhi,391,High
C00994,73,F,Chennai,426,High
C00995,26,M,Mumbai,819,Low
C00996,64,F,Bangalore,782,Low
C00997,25,F,Bangalore,657,Medium
C00998,64,M,Bangalore,522,High
C00999,73,F,Pune,394,High
C01000,40,M,Bangalore,321,High
C01001,40,M,Mumbai,588,Medium
C01002,37,M,Bangalore,547,High
C01003,61,M,Pune,490,High
C01004,52,M,Bangalore,655,Medium
C01005,54,F,Mumbai,427,High
C01006,44,M,Bangalore,509,High
C01007,30,F,Mumbai,711,Low
C01008,27,M,Bangalore,679,Medium
C01009,38,F,Mumbai,412,High
C01010,26,M,Pune,496,High
C01011,60,F,Mumbai,749,Low
C01012,25,M,Pune,624,Medium
C01013,36,M,Pune,808,Low
C01014,73,F,Chennai,827,Low
C01015,73,F,Mumbai,721,Low
C01016,41,F,Bangalore,779,Low
C01017,61,F,Delhi,540,High
C01018,36,F,Chennai,790,Low
C01019,24,F,Delhi,689,Medium
C01020,46,F,Delhi,725,Low
C01021,18,F,Delhi,604,Medium
C01022,39,F,Pune,626,Medium
C01023,55,M,Mumbai,761,Low
C01024,60,F,Bangalore,731,Low
C01025,71,M,Mumbai,422,High
C01026,31,F,Delhi,474,High
C01027,21,M,Pune,309,High
C01028,70,M,Mumbai,503,High
C01029,38,F,Bangalore,826,Low
C01030,22,M,Delhi,695,Medium
C01031,57,F,Delhi,574,Medium
C01032,51,F,Pune,387,High
C01033,55,M,Mumbai,472,High
C01034,68,F,Delhi,565,Medium
C01035,49,M,Chennai,543,High
C01036,27,F,Bangalore,422,High
C01037,35,M,Bangalore,528,High
C01038,18,M,Mumbai,653,Medium
C01039,35,F,Bangalore,381,High
C01040,24,F,Mumbai,640,Medium
C01041,74,F,Chennai,414,High
C01042,75,M,Mumbai,692,Medium
C01043,66,F,Mumbai,660,Medium
C01044,20,F,Chennai,409,High
C01045,31,F,Bangalore,305,High
C01046,30,M,Pune,522,High
C01047,37,M,Delhi,697,Medium
C01048,51,F,Chennai,337,High
C01049,70,M,Mumbai,608,Medium
C01050,65,F,Mumbai,671,Medium
C01051,59,M,Pune,318,High
C01052,49,F,Chennai,377,High
C01053,67,F,Bangalore,307,High
C01054,33,F,Chennai,725,Low
C01055,54,M,Pune,353,High
C01056,39,M,Bangalore,687,Medium
C01057,56,M,Delhi,707,Low
C01058,51,F,Chennai,593,Medium
C01059,31,M,Delhi,617,Medium
C01060,51,M,Mumbai,350,High
C01061,39,F,Bangalore,780,Low
C01062,64,M,Chennai,400,High
C01063,56,M,Delhi,607,Medium
C01064,19,F,Bangalore,588,Medium
C01065,57,M,Pune,588,Medium
C01066,51,F,Bangalore,715,Low
C01067,34,F,Mumbai,341,High
C01068,56,F,Chennai,722,Low
C01069,69,M,Delhi,829,Low
C01070,47,M,Delhi,675,Medium
C01071,32,M,Mumbai,488,High
C01072,18,F,Pune,701,Low
C01073,26,M,Chennai,707,Low
C01074,40,F,Pune,365,High
C01075,60,M,Pune,543,High
C01076,27,M,Pune,376,High
C01077,71,F,Bangalore,822,Low
C01078,37,M,Bangalore,514,High
C01079,34,F,Mumbai,462,High
C01080,39,F,Mumbai,439,High
C01081,36,M,Pune,677,Medium
C01082,40,M,Bangalore,646,Medium
C01083,68,F,Delhi,440,High
C01084,66,M,Bangalore,575,Medium
C01085,52,M,Pune,589,Medium
C01086,49,M,Pune,832,Low
C01087,32,M,Chennai,307,High
C01088,48,M,Pune,520,High
C01089,42,M,Mumbai,470,High
C01090,26,M,Delhi,698,Medium
C01091,55,F,Delhi,713,Low
C01092,47,F,Chennai,437,High
C01093,49,F,Delhi,616,Medium
C01094,32,M,Pune,559,Medium
C01095,39,M,Bangalore,831,Low
C01096,54,M,Delhi,467,High
C01097,38,M,Chennai,799,Low
C01098,21,M,Chennai,716,Low
C01099,40,F,Bangalore,615,Medium
C01100,21,F,Chennai,744,Low
C01101,68,F,Delhi,844,Low
C01102,36,F,Delhi,522,High
C01103,46,F,Delhi,477,High
C01104,37,M,Mumbai,516,High
C01105,29,M,Delhi,769,Low
C01106,55,F,Delhi,575,Medium
C01107,21,M,Delhi,763,Low
C01108,45,M,Delhi,716,Low
C01109,45,F,Bangalore,708,Low
C01110,57,M,Bangalore,620,Medium
C01111,75,M,Pune,824,Low
C01112,54,F,Delhi,758,Low
C01113,39,F,Chennai,395,High
C01114,28,F,Chennai,644,Medium
C01115,40,M,Chennai,326,High
C01116,70,F,Delhi,789,Low
C01117,63,F,Mumbai,644,Medium
C01118,41,M,Mumbai,760,Low
C01119,66,F,Pune,384,High
C01120,18,F,Mumbai,502,High
C01121,18,M,Chennai,402,High
C01122,54,M,Delhi,566,Medium
C01123,60,F,Chennai,484,High
C01124,50,M,Mumbai,632,Medium
C01125,43,M,Delhi,627,Medium
C01126,41,F,Delhi,694,Medium
C01127,75,M,Pune,837,Low
C01128,28,F,Delhi,688,Medium
C01129,29,F,Delhi,399,High
C01130,62,F,Chennai,720,Low
C01131,30,F,Bangalore,602,Medium
C01132,66,F,Mumbai,302,High
C01133,34,F,Chennai,508,High
C01134,27,F,Delhi,372,High
C01135,46,M,Mumbai,748,Low
C01136,62,M,Delhi,538,High
C01137,36,M,Chennai,762,Low
C01138,42,F,Mumbai,584,Medium
C01139,61,F,Pune,325,High
C01140,54,F,Mumbai,634,Medium
C01141,75,F,Chennai,483,High
C01142,29,F,Chennai,445,High
C01143,73,F,Delhi,304,High
C01144,33,F,Chennai,654,Medium
C01145,48,M,Pune,348,High
C01146,30,M,Chennai,614,Medium
C01147,53,F,Mumbai,341,High
C01148,59,F,Mumbai,512,High
C01149,61,M,Bangalore,363,High
C01150,32,F,Mumbai,638,Medium
C01151,47,F,Delhi,401,High
C01152,75,F,Chennai,681,Medium
C01153,65,F,Delhi,422,High
C01154,56,M,Mumbai,552,Medium
C01155,22,M,Delhi,727,Low
C01156,34,M,Bangalore,478,High
C01157,47,F,Chennai,596,Medium
C01158,39,F,Delhi,622,Medium
C01159,44,M,Mumbai,603,Medium
C01160,28,F,Pune,423,High
C01161,33,M,Delhi,773,Low
C01162,66,M,Bangalore,812,Low
C01163,30,M,Chennai,327,High
C01164,20,F,Delhi,725,Low
C01165,53,F,Bangalore,310,High
C01166,43,F,Delhi,722,Low
C01167,61,F,Mumbai,587,Medium
C01168,35,M,Chennai,817,Low
C01169,24,M,Bangalore,517,High
C01170,74,M,Bangalore,759,Low
C01171,50,M,Chennai,731,Low
C01172,57,F,Pune,721,Low
C01173,29,M,Chennai,311,High
C01174,49,M,Pune,456,High
C01175,47,M,Mumbai,484,High
C01176,28,M,Mumbai,829,Low
C01177,62,M,Chennai,618,Medium
C01178,20,F,Delhi,330,High
C01179,70,F,Pune,835,Low
C01180,70,F,Mumbai,683,Medium
C01181,55,F,Pune,533,High
C01182,75,F,Mumbai,644,Medium
C01183,28,M,Delhi,523,High
C01184,45,F,Mumbai,389,High
C01185,40,F,Bangalore,412,High
C01186,42,F,Mumbai,485,High
C01187,64,F,Bangalore,709,Low
C01188,57,F,Delhi,751,Low
C01189,68,F,Chennai,467,High
C01190,28,F,Chennai,345,High
C01191,38,F,Bangalore,464,High
C01192,69,M,Bangalore,809,Low
C01193,60,F,Pune,473,High
C01194,50,M,Mumbai,485,High
C01195,72,F,Delhi,781,Low
C01196,24,M,Chennai,731,Low
C01197,47,M,Pune,756,Low
C01198,40,M,Pune,450,High
C01199,29,F,Bangalore,716,Low
C01200,35,F,Mumbai,556,Medium
C01201,36,M,Chennai,634,Medium
C01202,59,F,Chennai,434,High
C01203,25,F,Bangalore,573,Medium
C01204,57,F,Delhi,752,Low
C01205,57,M,Bangalore,354,High
C01206,41,F,Chennai,405,High
C01207,57,M,Chennai,656,Medium
C01208,32,F,Bangalore,416,High
C01209,34,F,Mumbai,724,Low
C01210,47,F,Delhi,845,Low
C01211,62,M,Delhi,637,Medium
C01212,70,F,Mumbai,729,Low
C01213,48,M,Pune,361,High
C01214,18,F,Delhi,526,High
C01215,24,F,Chennai,426,High
C01216,36,M,Bangalore,550,Medium
C01217,30,M,Chennai,470,High
C01218,32,M,Pune,426,High
C01219,19,M,Pune,747,Low
C01220,47,F,Mumbai,382,High
C01221,64,F,Mumbai,826,Low
C01222,55,F,Chennai,453,High
C01223,24,F,Bangalore,796,Low
C01224,35,M,Pune,328,High
C01225,41,M,Chennai,399,High
C01226,32,F,Bangalore,555,Medium
C01227,46,F,Mumbai,713,Low
C01228,73,M,Chennai,596,Medium
C01229,49,M,Delhi,779,Low
C01230,71,F,Mumbai,695,Medium
C01231,24,M,Mumbai,373,High
C01232,64,M,Pune,617,Medium
C01233,70,F,Pune,609,Medium
C01234,72,M,Bangalore,570,Medium
C01235,51,F,Mumbai,418,High
C01236,59,M,Mumbai,392,High
C01237,58,M,Chennai,795,Low
C01238,43,M,Bangalore,425,High
C01239,34,M,Mumbai,743,Low
C01240,51,M,Chennai,748,Low
C01241,23,M,Mumbai,614,Medium
C01242,50,F,Delhi,606,Medium
C01243,46,F,Bangalore,449,High
C01244,35,F,Delhi,477,High
C01245,38,M,Pune,693,Medium
C01246,23,F,Bangalore,534,High
C01247,34,F,Chennai,410,High
C01248,19,M,Delhi,484,High
C01249,70,F,Mumbai,847,Low
C01250,70,M,Pune,512,High
C01251,34,M,Chennai,484,High
C01252,29,M,Delhi,711,Low
C01253,60,F,Chennai,596,Medium
C01254,63,M,Pune,793,Low
C01255,23,F,Bangalore,751,Low
C01256,41,M,Delhi,829,Low
C01257,52,M,Mumbai,654,Medium
C01258,51,M,Pune,830,Low
C01259,56,F,Delhi,414,High
C01260,74,M,Chennai,609,Medium
C01261,23,F,Delhi,531,High
C01262,20,F,Pune,510,High
C01263,26,F,Delhi,675,Medium
C01264,69,M,Delhi,787,Low
C01265,32,M,Chennai,833,Low
C01266,21,M,Bangalore,834,Low
C01267,37,M,Delhi,413,High
C01268,21,M,Chennai,653,Medium
C01269,24,M,Bangalore,513,High
C01270,29,M,Delhi,769,Low
C01271,32,M,Chennai,323,High
C01272,63,M,Mumbai,312,High
C01273,63,M,Mumbai,699,Medium
C01274,66,F,Pune,700,Low
C01275,23,F,Pune,753,Low
C01276,62,F,Bangalore,375,High
C01277,26,M,Mumbai,551,Medium
C01278,51,M,Mumbai,515,High
C01279,34,M,Bangalore,591,Medium
C01280,37,F,Bangalore,796,Low
C01281,33,F,Pune,824,Low
C01282,49,M,Chennai,791,Low
C01283,59,F,Mumbai,475,High
C01284,35,F,Delhi,675,Medium
C01285,57,M,Delhi,762,Low
C01286,50,F,Mumbai,379,High
C01287,69,M,Pune,579,Medium
C01288,30,M,Mumbai,531,High
C01289,55,M,Delhi,533,High
C01290,31,F,Delhi,692,Medium
C01291,37,M,Chennai,588,Medium
C01292,70,F,Delhi,527,High
C01293,57,M,Bangalore,554,Medium
C01294,58,M,Chennai,592,Medium
C01295,42,M,Bangalore,543,High
C01296,43,F,Pune,770,Low
C01297,25,F,Delhi,569,Medium
C01298,43,F,Pune,772,Low
C01299,26,F,Pune,521,High
C01300,58,F,Mumbai,769,Low
C01301,31,M,Mumbai,568,Medium
C01302,47,F,Bangalore,461,High
C01303,55,M,Delhi,621,Medium
C01304,26,M,Bangalore,315,High
C01305,20,F,Mumbai,831,Low
C01306,56,F,Bangalore,545,High
C01307,64,M,Pune,687,Medium
C01308,64,M,Pune,757,Low
C01309,61,F,Mumbai,789,Low
C01310,61,F,Chennai,533,High
C01311,25,F,Pune,317,High
C01312,57,M,Chennai,339,High
C01313,31,F,Pune,564,Medium
C01314,65,M,Chennai,431,High
C01315,44,M,Pune,667,Medium
C01316,42,F,Delhi,400,High
C01317,61,M,Delhi,482,High
C01318,24,F,Bangalore,481,High
C01319,55,F,Delhi,500,High
C01320,50,M,Chennai,589,Medium
C01321,49,M,Delhi,455,High
C01322,35,F,Delhi,501,High
C01323,20,F,Mumbai,778,Low
C01324,60,F,Bangalore,331,High
C01325,53,M,Mumbai,738,Low
C01326,57,F,Pune,444,High
C01327,68,F,Pune,416,High
C01328,25,F,Delhi,716,Low
C01329,27,M,Delhi,539,High
C01330,66,F,Pune,741,Low
C01331,73,M,Mumbai,704,Low
C01332,72,F,Mumbai,414,High
C01333,67,M,Mumbai,744,Low
C01334,18,M,Delhi,336,High
C01335,71,M,Pune,583,Medium
C01336,50,F,Delhi,498,High
C01337,42,M,Mumbai,843,Low
C01338,34,M,Chennai,456,High
C01339,71,M,Bangalore,704,Low
C01340,52,F,Delhi,741,Low
C01341,62,F,Chennai,740,Low
C01342,27,M,Delhi,624,Medium
C01343,31,M,Chennai,354,High
C01344,52,F,Pune,374,High
C01345,66,F,Chennai,710,Low
C01346,52,F,Mumbai,755,Low
C01347,36,F,Bangalore,749,Low
C01348,45,M,Pune,660,Medium
C01349,66,M,Delhi,329,High
C01350,32,F,Delhi,829,Low
C01351,28,F,Bangalore,478,High
C01352,43,M,Chennai,604,Medium
C01353,55,F,Mumbai,464,High
C01354,42,M,Mumbai,379,High
C01355,64,M,Bangalore,359,High
C01356,42,F,Mumbai,762,Low
C01357,26,F,Chennai,771,Low
C01358,55,M,Chennai,423,High
C01359,29,F,Pune,554,Medium
C01360,42,F,Delhi,763,Low
C01361,26,F,Pune,490,High
C01362,54,M,Bangalore,780,Low
C01363,27,F,Mumbai,846,Low
C01364,46,M,Chennai,396,High
C01365,65,F,Delhi,682,Medium
C01366,37,M,Delhi,320,High
C01367,25,M,Chennai,801,Low
C01368,27,F,Mumbai,784,Low
C01369,62,M,Mumbai,328,High
C01370,56,M,Chennai,525,High
C01371,21,F,Pune,656,Medium
C01372,26,M,Delhi,588,Medium
C01373,18,F,Bangalore,397,High
C01374,53,M,Mumbai,817,Low
C01375,38,M,Delhi,376,High
C01376,40,M,Mumbai,316,High
C01377,47,F,Pune,830,Low
C01378,20,M,Pune,447,High
C01379,71,F,Mumbai,511,High
C01380,19,F,Delhi,708,Low
C01381,69,M,Chennai,640,Medium
C01382,39,M,Mumbai,842,Low
C01383,55,M,Pune,419,High
C01384,70,M,Mumbai,751,Low
C01385,21,F,Mumbai,731,Low
C01386,71,F,Pune,744,Low
C01387,45,F,Pune,802,Low
C01388,40,F,Delhi,525,High
C01389,57,F,Mumbai,677,Medium
C01390,24,F,Pune,633,Medium
C01391,52,M,Delhi,473,High
C01392,37,M,Mumbai,567,Medium
C01393,29,F,Mumbai,531,High
C01394,65,F,Chennai,797,Low
C01395,49,M,Mumbai,713,Low
C01396,29,M,Mumbai,334,High
C01397,66,F,Bangalore,335,High
C01398,46,M,Mumbai,565,Medium
C01399,59,M,Pune,346,High
C01400,58,M,Delhi,478,High
C01401,66,M,Mumbai,792,Low
C01402,60,M,Delhi,722,Low
C01403,37,F,Chennai,382,High
C01404,64,M,Delhi,514,High
C01405,73,F,Pune,423,High
C01406,40,F,Chennai,748,Low
C01407,38,F,Pune,550,Medium
C01408,41,F,Mumbai,345,High
C01409,54,F,Pune,530,High
C01410,67,M,Pune,560,Medium
C01411,54,M,Chennai,786,Low
C01412,56,M,Bangalore,636,Medium
C01413,60,F,Delhi,601,Medium
C01414,55,M,Delhi,365,High
C01415,67,F,Chennai,488,High
C01416,52,M,Mumbai,583,Medium
C01417,22,F,Delhi,411,High
C01418,63,F,Mumbai,619,Medium
C01419,57,F,Delhi,431,High
C01420,46,F,Bangalore,519,High
C01421,73,F,Mumbai,461,High
C01422,23,F,Bangalore,434,High
C01423,40,M,Delhi,573,Medium
C01424,37,F,Chennai,836,Low
C01425,40,M,Bangalore,818,Low
C01426,68,F,Bangalore,799,Low
C01427,46,F,Mumbai,806,Low
C01428,69,M,Bangalore,609,Medium
C01429,60,M,Pune,576,Medium
C01430,22,F,Bangalore,362,High
C01431,33,F,Pune,651,Medium
C01432,26,F,Pune,483,High
C01433,39,F,Mumbai,712,Low
C01434,18,F,Chennai,646,Medium
C01435,43,F,Chennai,369,High
C01436,64,F,Mumbai,563,Medium
C01437,38,F,Bangalore,753,Low
C01438,69,F,Mumbai,641,Medium
C01439,50,F,Pune,677,Medium
C01440,73,M,Delhi,587,Medium
C01441,24,F,Mumbai,775,Low
C01442,59,M,Chennai,548,High
C01443,21,M,Bangalore,560,Medium
C01444,49,M,Bangalore,479,High
C01445,20,F,Pune,384,High
C01446,61,M,Chennai,509,High
C01447,51,F,Pune,349,High
C01448,65,M,Pune,803,Low
C01449,18,M,Bangalore,793,Low
C01450,55,F,Pune,554,Medium
C01451,45,F,Pune,384,High
C01452,49,M,Delhi,537,High
C01453,20,F,Mumbai,702,Low
C01454,23,F,Pune,763,Low
C01455,21,F,Pune,300,High
C01456,73,F,Chennai,582,Medium
C01457,30,F,Delhi,313,High
C01458,74,M,Pune,552,Medium
C01459,39,M,Bangalore,417,High
C01460,55,M,Delhi,535,High
C01461,57,F,Mumbai,821,Low
C01462,37,M,Chennai,801,Low
C01463,46,M,Mumbai,308,High
C01464,27,M,Bangalore,306,High
C01465,36,M,Bangalore,550,Medium
C01466,31,M,Chennai,785,Low
C01467,45,F,Bangalore,381,High
C01468,71,F,Pune,434,High
C01469,26,M,Bangalore,658,Medium
C01470,38,F,Chennai,326,High
C01471,27,M,Bangalore,687,Medium
C01472,69,F,Delhi,735,Low
C01473,40,M,Delhi,737,Low
C01474,35,F,Mumbai,645,Medium
C01475,75,F,Pune,761,Low
C01476,50,M,Pune,779,Low
C01477,35,F,Bangalore,587,Medium
C01478,34,F,Mumbai,686,Medium
C01479,41,M,Pune,493,High
C01480,50,M,Pune,793,Low
C01481,31,F,Pune,666,Medium
C01482,49,M,Chennai,502,High
C01483,43,M,Pune,721,Low
C01484,54,M,Delhi,643,Medium
C01485,70,M,Delhi,776,Low
C01486,35,M,Delhi,568,Medium
C01487,41,M,Bangalore,383,High
C01488,72,M,Delhi,339,High
C01489,23,F,Chennai,772,Low
C01490,74,M,Delhi,468,High
C01491,47,M,Bangalore,470,High
C01492,40,F,Pune,550,Medium
C01493,55,F,Bangalore,540,High
C01494,69,M,Mumbai,756,Low
C01495,43,M,Bangalore,603,Medium
C01496,29,M,Mumbai,434,High
C01497,69,M,Delhi,309,High
C01498,67,F,Mumbai,840,Low
C01499,53,F,Delhi,641,Medium
C01500,68,M,Bangalore,715,Low
C01501,31,M,Bangalore,704,Low
C01502,50,M,Mumbai,420,High
C01503,40,F,Delhi,366,High
C01504,21,M,Bangalore,538,High
C01505,30,F,Bangalore,385,High
C01506,36,F,Bangalore,785,Low
C01507,41,F,Pune,555,Medium
C01508,35,M,Pune,711,Low
C01509,67,M,Bangalore,644,Medium
C01510,56,M,Bangalore,688,Medium
C01511,32,M,Bangalore,306,High
C01512,53,F,Bangalore,538,High
C01513,35,F,Delhi,364,High
C01514,67,F,Chennai,760,Low
C01515,34,M,Pune,320,High
C01516,29,F,Delhi,317,High
C01517,71,F,Mumbai,575,Medium
C01518,58,F,Delhi,429,High
C01519,73,M,Pune,499,High
C01520,47,M,Pune,518,High
C01521,68,F,Mumbai,590,Medium
C01522,34,M,Bangalore,467,High
C01523,62,F,Chennai,553,Medium
C01524,49,M,Pune,669,Medium
C01525,19,M,Bangalore,301,High
C01526,61,F,Delhi,328,High
C01527,25,F,Chennai,783,Low
C01528,35,F,Chennai,841,Low
C01529,22,F,Delhi,721,Low
C01530,74,M,Bangalore,722,Low
C01531,43,F,Chennai,813,Low
C01532,75,M,Mumbai,350,High
C01533,35,M,Bangalore,745,Low
C01534,49,F,Pune,677,Medium
C01535,56,F,Pune,767,Low
C01536,30,F,Chennai,518,High
C01537,67,F,Mumbai,517,High
C01538,38,F,Chennai,397,High
C01539,70,F,Delhi,625,Medium
C01540,26,F,Chennai,613,Medium
C01541,63,M,Delhi,431,High
C01542,68,M,Bangalore,739,Low
C01543,67,F,Bangalore,662,Medium
C01544,64,F,Mumbai,493,High
C01545,41,M,Mumbai,482,High
C01546,50,M,Chennai,589,Medium
