TransactionID,AccountID,Amount,Type,Channel,Date
T006051,A07743,120641,Transfer,ATM,2025-10-23
T006052,A01540,198796,Online,ATM,2025-10-10
T006053,A04845,155949,Transfer,Mobile,2025-08-08
T006054,A00089,70501,Online,ATM,2025-07-28
T006055,A09168,56438,Online,Branch,2026-04-25
T006056,A03445,44310,ATM,Mobile,2025-04-22
T006057,A04948,23719,Online,Branch,2025-01-25
T006058,A07656,41217,POS,ATM,2025-06-20
T006059,A05941,92228,Transfer,Web,2025-01-04
T006060,A02888,71022,Online,Branch,2025-01-26
T006061,A01310,131799,Online,Branch,2025-09-29
T006062,A07180,66016,POS,Web,2026-04-08
T006063,A03236,103651,Transfer,Mobile,2025-07-07
T006064,A02907,35167,ATM,ATM,2025-04-27
T006065,A05071,168244,ATM,Web,2025-08-16
T006066,A08798,61637,POS,Branch,2026-04-26
T006067,A03814,52050,Transfer,Branch,2026-03-21
T006068,A03984,118475,POS,ATM,2026-02-11
T006069,A09745,142100,Transfer,ATM,2025-11-08
T006070,A03897,189627,Online,Branch,2026-04-16
T006071,A09474,55699,Online,Mobile,2026-03-10
T006072,A04310,19194,ATM,Branch,2026-02-25
T006073,A04142,48145,ATM,Branch,2025-01-31
T006074,A06990,31593,ATM,ATM,2026-03-15
T006075,A06332,112132,Transfer,Branch,2025-06-28
T006076,A05773,7739,ATM,Branch,2026-01-02
T006077,A05230,136235,Online,Branch,2026-02-23
T006078,A06106,84466,ATM,Mobile,2025-06-12
T006079,A04026,24366,POS,Web,2025-05-10
T006080,A01953,1168,Online,Web,2026-05-14
T006081,A06483,180278,POS,Mobile,2025-01-25
T006082,A05853,21951,ATM,ATM,2025-01-01
T006083,A04772,101909,ATM,Web,2025-04-01
T006084,A06103,181787,ATM,Branch,2025-03-30
T006085,A09312,144848,ATM,Web,2025-03-29
T006086,A06117,27717,ATM,Mobile,2025-05-18
T006087,A04435,185519,Online,Web,2026-03-02
T006088,A09165,5918,Online,Web,2025-02-06
T006089,A03783,156174,POS,Mobile,2025-07-09
T006090,A00421,80708,ATM,Branch,2025-05-04
T006091,A03051,17815,ATM,Branch,2025-02-09
T006092,A07810,11280,ATM,Branch,2025-05-26
T006093,A06383,197829,Transfer,Mobile,2025-09-24
T006094,A02434,181195,POS,ATM,2025-09-29
T006095,A08183,125473,Transfer,Mobile,2025-06-10
T006096,A01335,9489,Transfer,Mobile,2025-02-14
T006097,A06222,161259,ATM,Web,2026-02-26
T006098,A05681,164252,POS,Web,2025-01-12
T006099,A05959,151333,ATM,ATM,2025-06-27
T006100,A00186,128261,Online,Branch,2025-04-18
T006101,A02131,189158,POS,Web,2025-06-22
T006102,A01870,134678,POS,ATM,2025-09-17
T006103,A06067,180605,Online,ATM,2026-03-25
T006104,A02961,182764,POS,Branch,2025-04-27
T006105,A04061,125282,ATM,Branch,2025-11-30
T006106,A07169,97170,Transfer,Web,2025-05-04
T006107,A08619,149139,POS,Web,2026-04-01
T006108,A05170,74288,Transfer,Web,2026-01-21
T006109,A08144,146021,Online,Branch,2026-01-15
T006110,A00317,10090,Online,Mobile,2025-11-04
T006111,A04648,4604,Transfer,ATM,2025-06-18
T006112,A07644,25330,Online,Web,2026-03-29
T006113,A07439,46158,Online,Web,2026-05-12
T006114,A02808,29434,ATM,Mobile,2025-10-31
T006115,A03333,94197,Online,Branch,2026-02-09
T006116,A09483,140204,ATM,Web,2025-05-26
T006117,A05195,182278,Transfer,Branch,2026-02-23
T006118,A05581,110221,Transfer,Mobile,2025-12-24
T006119,A07968,22822,Online,ATM,2026-01-14
T006120,A00281,163241,POS,Mobile,2025-08-30
T006121,A06337,101954,POS,Branch,2025-03-09
T006122,A07848,13819,POS,Mobile,2026-05-14
T006123,A01212,2489,POS,Mobile,2025-01-18
T006124,A01017,91777,POS,Web,2025-12-22
T006125,A06843,133038,ATM,Web,2026-04-05
T006126,A00138,105184,ATM,Mobile,2026-03-19
T006127,A02480,166878,Transfer,Mobile,2026-02-25
T006128,A04482,125239,Online,ATM,2026-03-25
T006129,A06603,34682,ATM,Web,2025-12-24
T006130,A04973,78882,POS,Web,2025-11-20
T006131,A06584,167227,Transfer,Mobile,2026-02-17
T006132,A03586,140217,ATM,Web,2025-12-01
T006133,A09820,191205,ATM,Mobile,2025-02-25
T006134,A09543,22270,Online,ATM,2025-10-15
T006135,A06979,3769,POS,Web,2026-03-19
T006136,A01162,94036,Online,Web,2025-07-06
T006137,A06804,198766,Transfer,Mobile,2025-03-09
T006138,A06755,173948,Transfer,Mobile,2025-04-28
T006139,A05545,14134,POS,ATM,2025-10-20
T006140,A07715,72370,Transfer,ATM,2025-09-30
T006141,A03205,82056,ATM,Mobile,2025-09-11
T006142,A03623,180229,ATM,Branch,2025-07-14
T006143,A09158,68398,ATM,ATM,2025-01-15
T006144,A06772,22804,ATM,Mobile,2025-12-13
T006145,A02322,15492,Transfer,ATM,2025-07-23
T006146,A02304,185056,Transfer,ATM,2025-11-05
T006147,A07827,92832,Online,ATM,2025-09-29
T006148,A09399,114849,POS,Branch,2026-03-30
T006149,A00095,7928,Transfer,Mobile,2025-06-01
T006150,A00541,23888,ATM,ATM,2025-03-29
T006151,A00816,41821,Transfer,Mobile,2025-10-06
T006152,A04515,106952,ATM,Mobile,2026-03-04
T006153,A05992,23581,POS,Branch,2025-02-19
T006154,A01146,90527,ATM,Web,2025-11-08
T006155,A05049,67306,Online,ATM,2026-04-27
T006156,A09415,45088,Transfer,Branch,2025-02-02
T006157,A04195,25545,ATM,Branch,2025-08-28
T006158,A06531,24082,ATM,Web,2025-11-22
T006159,A06697,90929,Transfer,Mobile,2026-03-10
T006160,A08006,76630,POS,Branch,2026-02-10
T006161,A00813,153840,ATM,Mobile,2025-07-15
T006162,A00784,35306,POS,Mobile,2025-08-25
T006163,A07950,23173,POS,Branch,2025-05-11
T006164,A03158,150526,Online,Web,2026-03-08
T006165,A08100,154856,Transfer,Branch,2025-09-27
T006166,A00509,14635,Transfer,ATM,2026-04-20
T006167,A08559,159732,POS,ATM,2025-05-16
T006168,A01224,142270,POS,Branch,2026-02-28
T006169,A06459,98838,ATM,Mobile,2025-01-27
T006170,A04213,145784,Online,Web,2026-04-26
T006171,A03684,70639,Transfer,ATM,2025-09-12
T006172,A03797,85251,ATM,ATM,2026-04-04
T006173,A02126,104681,Online,ATM,2026-02-17
T006174,A09353,26862,POS,ATM,2025-10-22
T006175,A05898,115692,ATM,Mobile,2026-03-18
T006176,A01585,134316,POS,Mobile,2025-08-26
T006177,A02977,136935,POS,Mobile,2025-10-08
T006178,A05495,83381,POS,Mobile,2025-06-07
T006179,A01129,149275,Transfer,Branch,2026-02-28
T006180,A09855,56450,Online,Branch,2025-08-19
T006181,A07081,56441,Transfer,Mobile,2025-06-01
T006182,A00344,116294,POS,Branch,2025-08-02
T006183,A03610,93608,Online,Web,2026-04-26
T006184,A05477,37057,ATM,ATM,2025-03-23
T006185,A00445,43445,Transfer,Mobile,2025-08-11
T006186,A03016,165312,ATM,ATM,2025-11-01
T006187,A08054,178627,ATM,ATM,2025-06-10
T006188,A00532,31118,ATM,Branch,2025-10-20
T006189,A06986,73172,ATM,Branch,2025-04-12
T006190,A02447,6048,ATM,Web,2025-05-09
T006191,A03509,59131,Online,Branch,2025-08-14
T006192,A00143,38719,Transfer,ATM,2025-12-05
T006193,A09431,34416,Transfer,Mobile,2025-02-03
T006194,A03204,29787,Online,Branch,2025-03-20
T006195,A03181,139626,POS,ATM,2026-01-24
T006196,A06812,18424,POS,Web,2026-04-18
T006197,A02753,158906,POS,Web,2025-10-17
T006198,A05777,43690,POS,Branch,2025-09-10
T006199,A00783,146929,ATM,Mobile,2025-08-07
T006200,A00887,103014,Online,Mobile,2026-02-09
T006201,A04935,87814,POS,Branch,2025-01-30
T006202,A00103,127146,POS,Branch,2025-04-07
T006203,A06952,11410,Online,Branch,2025-05-20
T006204,A04066,64901,Online,Mobile,2025-11-22
T006205,A08995,129586,ATM,Web,2026-01-08
T006206,A04358,128733,Online,ATM,2025-03-01
T006207,A00665,19435,Online,Mobile,2025-02-12
T006208,A02841,22293,Online,Web,2025-09-10
T006209,A01119,52084,POS,ATM,2026-03-20
T006210,A00426,67795,POS,Web,2026-03-14
T006211,A08088,76396,POS,ATM,2025-06-06
T006212,A01836,95898,Transfer,ATM,2026-01-25
T006213,A07245,139223,POS,Branch,2026-02-18
T006214,A07318,99861,Transfer,Web,2026-05-02
T006215,A06489,181478,Transfer,ATM,2025-12-25
T006216,A08121,29643,ATM,Mobile,2025-06-08
T006217,A01084,168894,POS,Web,2025-04-26
T006218,A03685,126721,ATM,Web,2025-08-12
T006219,A03625,123572,Online,ATM,2025-07-02
T006220,A07698,74308,POS,Web,2026-04-16
T006221,A02902,11576,ATM,Web,2025-02-24
T006222,A06943,38729,ATM,Web,2026-02-22
T006223,A05648,176546,Online,Mobile,2025-12-30
T006224,A09481,118052,Online,Web,2026-04-11
T006225,A00862,32348,Transfer,ATM,2025-10-21
T006226,A02700,22685,Online,Branch,2025-05-27
T006227,A03498,194768,Online,Branch,2025-12-28
T006228,A02103,160547,Transfer,Mobile,2025-03-21
T006229,A03195,176018,ATM,Web,2025-06-26
T006230,A06568,25841,ATM,Branch,2025-04-02
T006231,A02233,198867,POS,Mobile,2026-03-09
T006232,A00058,115084,ATM,ATM,2025-07-17
T006233,A08969,94257,ATM,ATM,2025-04-12
T006234,A03330,107995,ATM,Branch,2025-03-28
T006235,A08827,57165,Online,ATM,2025-09-11
T006236,A01463,188663,POS,Web,2025-07-16
T006237,A06754,99594,POS,Mobile,2025-09-22
T006238,A06064,183894,Online,Mobile,2025-07-06
T006239,A06428,113867,ATM,Branch,2025-07-13
T006240,A03782,101040,ATM,Web,2025-02-21
T006241,A06701,58650,Online,Web,2025-10-09
T006242,A03427,189114,Online,Branch,2025-11-24
T006243,A08757,178531,POS,Mobile,2025-10-17
T006244,A06064,61492,Online,Web,2026-04-23
T006245,A01371,16131,Online,Mobile,2026-01-25
T006246,A01518,32886,Online,Branch,2025-07-30
T006247,A02961,81232,Transfer,Mobile,2026-01-14
T006248,A06507,125781,ATM,ATM,2025-11-10
T006249,A03497,121546,Transfer,Branch,2025-09-20
T006250,A05835,587,ATM,Web,2025-12-22
T006251,A02295,56311,POS,Mobile,2026-03-24
T006252,A07088,148492,POS,Branch,2025-04-02
T006253,A05368,5898,POS,Web,2025-09-29
T006254,A09135,67432,POS,Branch,2025-07-16
T006255,A04827,23130,Online,ATM,2025-04-22
T006256,A07584,6612,ATM,Web,2025-08-17
T006257,A08616,23848,POS,Mobile,2026-02-23
T006258,A05816,99430,POS,ATM,2025-09-11
T006259,A02852,9841,POS,Branch,2026-03-23
T006260,A05503,20155,ATM,Mobile,2025-03-31
T006261,A06172,76197,Online,ATM,2026-01-28
T006262,A03030,61538,POS,Branch,2025-02-18
T006263,A03809,21585,Online,Mobile,2025-11-06
T006264,A01150,129976,Transfer,Branch,2025-12-30
T006265,A07677,85082,POS,Branch,2025-12-21
T006266,A01434,44574,Online,Mobile,2025-06-04
T006267,A01992,114386,Transfer,ATM,2025-05-29
T006268,A02540,179555,Transfer,ATM,2025-05-30
T006269,A08779,34425,Online,Branch,2025-05-24
T006270,A00779,199652,Transfer,Branch,2025-03-20
T006271,A00715,41338,Online,ATM,2025-09-04
T006272,A07853,126074,Transfer,Branch,2026-01-09
T006273,A07648,113783,POS,Branch,2025-12-09
T006274,A07814,110790,ATM,Web,2025-02-20
T006275,A09827,29922,ATM,Branch,2026-03-25
T006276,A07403,74659,ATM,ATM,2025-04-10
T006277,A03308,154661,Online,Web,2026-02-14
T006278,A08659,198762,Transfer,Web,2026-03-02
T006279,A08193,40445,Transfer,Web,2025-06-18
T006280,A01701,115653,POS,Branch,2025-06-01
T006281,A09126,129153,Transfer,Web,2026-05-15
T006282,A02303,119892,Transfer,Web,2025-12-14
T006283,A03988,61194,ATM,ATM,2025-06-12
T006284,A00707,187135,Online,Web,2025-07-22
T006285,A09903,188167,Online,Web,2026-04-03
T006286,A07488,68700,ATM,Branch,2026-03-06
T006287,A04545,48985,Transfer,ATM,2025-11-12
T006288,A00334,97405,Transfer,ATM,2026-04-04
T006289,A02717,72675,POS,Branch,2025-07-04
T006290,A02443,181995,Transfer,Mobile,2025-11-10
T006291,A09509,174211,POS,Mobile,2026-05-16
T006292,A01266,99271,ATM,Web,2025-07-29
T006293,A07603,187793,Online,Web,2025-12-02
T006294,A00917,151289,Transfer,Web,2025-08-27
T006295,A04622,59065,Transfer,Web,2026-04-14
T006296,A05138,158964,ATM,ATM,2025-10-01
T006297,A05110,83218,ATM,Web,2025-01-10
T006298,A04412,130488,Online,Branch,2025-05-23
T006299,A06279,12590,ATM,Mobile,2025-05-02
T006300,A05856,169447,Transfer,ATM,2025-10-07
T006301,A02396,93549,ATM,Branch,2026-04-04
T006302,A05979,61881,POS,Web,2026-01-12
T006303,A05938,97308,Transfer,ATM,2025-10-05
T006304,A03692,171896,POS,Web,2026-04-15
T006305,A02861,172898,Online,ATM,2025-09-30
T006306,A05247,90614,ATM,ATM,2025-06-27
T006307,A02959,184652,Online,Mobile,2025-08-31
T006308,A09882,28084,Online,Web,2025-10-17
T006309,A02469,185822,Transfer,Branch,2025-09-03
T006310,A09486,74984,Online,Web,2025-08-02
T006311,A05353,134250,Transfer,Branch,2025-12-10
T006312,A07508,82004,Transfer,Mobile,2026-04-10
T006313,A02715,177625,ATM,Web,2025-07-24
T006314,A06620,57806,Online,Branch,2026-02-18
T006315,A03681,48543,ATM,Branch,2025-06-11
T006316,A07300,153157,Transfer,ATM,2026-05-03
T006317,A08676,18275,ATM,ATM,2025-01-09
T006318,A02135,163185,POS,Branch,2026-04-12
T006319,A00258,88492,Transfer,Web,2025-11-21
T006320,A04968,191979,Online,Branch,2026-03-23
T006321,A03281,95104,POS,Web,2026-01-29
T006322,A04114,96450,Transfer,ATM,2025-09-14
T006323,A03004,19977,Online,Mobile,2026-03-24
T006324,A06158,170274,Transfer,Mobile,2025-04-09
T006325,A02814,175199,Online,Mobile,2025-07-04
T006326,A05635,172670,POS,Web,2026-01-24
T006327,A01392,173488,Online,Mobile,2025-09-18
T006328,A03854,58743,Transfer,Branch,2026-05-14
T006329,A01942,178591,Transfer,Branch,2025-08-02
T006330,A02721,22985,Online,ATM,2026-04-09
T006331,A02447,26067,Transfer,ATM,2025-01-14
T006332,A04613,25811,Online,Mobile,2025-06-04
T006333,A01624,51493,POS,ATM,2025-10-29
T006334,A01655,147615,ATM,Web,2025-03-27
T006335,A09634,145068,Online,Web,2025-09-23
T006336,A09838,24271,Transfer,Mobile,2026-01-24
T006337,A01548,151588,Online,Branch,2025-12-04
T006338,A09676,27328,Online,Mobile,2026-02-25
T006339,A05537,2593,POS,Branch,2025-01-05
T006340,A09771,110559,POS,ATM,2025-03-18
T006341,A00528,192829,POS,Mobile,2026-01-12
T006342,A02813,123847,Online,Web,2025-04-09
T006343,A08174,195664,POS,Web,2025-12-17
T006344,A03855,160961,ATM,Mobile,2026-01-05
T006345,A09122,54904,POS,Web,2025-06-23
T006346,A07950,118891,Transfer,Branch,2026-03-09
T006347,A01802,52625,ATM,Mobile,2025-04-20
T006348,A08995,196248,Transfer,ATM,2025-07-30
T006349,A00950,104060,ATM,Web,2025-05-12
T006350,A03080,108688,Transfer,Mobile,2026-04-01
T006351,A03868,105882,Transfer,Mobile,2025-11-26
T006352,A03201,185449,POS,ATM,2025-09-25
T006353,A04982,173697,Transfer,Branch,2026-04-28
T006354,A00491,79700,POS,ATM,2025-05-05
T006355,A01073,175906,Transfer,ATM,2025-03-26
T006356,A08808,14365,Transfer,Mobile,2025-11-10
T006357,A09553,116718,Online,ATM,2025-01-25
T006358,A04710,42574,Transfer,Mobile,2026-01-08
T006359,A02110,141570,ATM,Mobile,2025-09-29
T006360,A01695,78296,POS,Branch,2025-10-22
T006361,A09828,186281,ATM,Mobile,2026-05-03
T006362,A01367,90860,POS,Mobile,2025-06-11
T006363,A01082,109893,ATM,Mobile,2026-04-14
T006364,A06345,96120,POS,ATM,2025-04-03
T006365,A02647,143675,POS,Branch,2025-08-02
T006366,A04884,135450,Transfer,Web,2025-02-09
T006367,A01067,120141,Online,Web,2025-06-05
T006368,A08802,40797,POS,Mobile,2025-03-10
T006369,A07301,32717,Transfer,Web,2025-10-02
T006370,A03351,48288,Online,Mobile,2025-08-30
T006371,A08326,115187,POS,Mobile,2025-02-19
T006372,A07187,164712,POS,ATM,2025-10-02
T006373,A03720,64882,ATM,Branch,2025-03-14
T006374,A01888,162759,ATM,Mobile,2025-12-27
T006375,A04851,48868,POS,Mobile,2026-03-16
T006376,A03846,157442,ATM,Branch,2025-09-22
T006377,A03655,194163,ATM,Mobile,2026-04-12
T006378,A03591,1899,ATM,Web,2025-10-07
T006379,A07633,56813,Online,Web,2025-01-30
T006380,A00563,117054,Transfer,ATM,2025-03-16
T006381,A06969,180900,Transfer,Mobile,2025-10-02
T006382,A08652,34367,POS,ATM,2025-07-03
T006383,A00833,33539,POS,ATM,2025-03-21
T006384,A09279,198381,POS,Branch,2025-12-19
T006385,A08899,22360,POS,Mobile,2025-12-15
T006386,A03307,171576,Online,Mobile,2025-11-23
T006387,A09865,111200,Transfer,Web,2025-02-15
T006388,A08324,187618,ATM,Web,2025-11-17
T006389,A00851,118156,POS,Web,2026-04-11
T006390,A06617,11228,Online,Branch,2025-10-08
T006391,A03779,160497,Online,ATM,2025-06-28
T006392,A01173,66801,POS,Branch,2025-03-12
T006393,A07842,73452,ATM,Branch,2025-11-03
T006394,A02329,145365,Online,Branch,2025-02-14
T006395,A02444,162296,Transfer,Branch,2025-10-07
T006396,A08997,146847,ATM,Mobile,2026-01-08
T006397,A03083,177105,Online,Branch,2025-08-30
T006398,A02603,71286,Online,Branch,2025-10-29
T006399,A07125,119140,POS,Mobile,2025-11-20
T006400,A05911,184493,POS,Branch,2025-10-25
T006401,A05902,166532,POS,Web,2026-02-19
T006402,A00138,136335,Transfer,ATM,2026-03-21
T006403,A05390,48507,Transfer,Web,2025-04-20
T006404,A01749,12127,Online,Mobile,2025-08-26
T006405,A00335,107994,POS,Mobile,2025-07-28
T006406,A00405,89460,Online,Mobile,2025-01-27
T006407,A04261,68711,Online,Mobile,2026-03-08
T006408,A02201,189111,Online,Branch,2025-01-18
T006409,A06654,3889,POS,ATM,2026-05-12
T006410,A09127,53376,ATM,Web,2026-02-16
T006411,A02763,117208,POS,Mobile,2025-10-11
T006412,A09791,136707,ATM,Web,2026-04-11
T006413,A08294,159487,Transfer,ATM,2025-11-22
T006414,A04530,186829,POS,Mobile,2025-08-30
T006415,A06828,161903,Online,ATM,2025-07-12
T006416,A03894,160420,Online,Branch,2025-01-06
T006417,A05580,53359,POS,Branch,2025-05-17
T006418,A08299,181393,Transfer,ATM,2026-03-08
T006419,A09182,37166,Online,Web,2025-08-08
T006420,A03898,12070,ATM,Branch,2025-06-19
T006421,A06027,64790,ATM,Branch,2025-05-07
T006422,A00050,132383,ATM,Web,2026-02-26
T006423,A09945,20402,POS,Web,2025-01-15
T006424,A01162,38998,POS,ATM,2025-09-08
T006425,A09916,137134,ATM,Branch,2025-12-07
T006426,A09800,187797,Online,ATM,2025-04-23
T006427,A00066,16079,ATM,Branch,2026-04-18
T006428,A09881,68758,POS,Web,2025-08-08
T006429,A06565,121098,ATM,Branch,2025-12-18
T006430,A00413,155171,ATM,ATM,2025-10-13
T006431,A02685,5030,Online,ATM,2025-06-17
T006432,A08888,37035,Online,Web,2025-06-21
T006433,A05703,43160,Transfer,Mobile,2025-07-15
T006434,A04659,133248,Online,Web,2025-12-28
T006435,A09881,145853,Transfer,Web,2026-04-30
T006436,A03885,115538,POS,Mobile,2025-09-26
T006437,A08007,109754,Transfer,Branch,2025-04-12
T006438,A08831,163127,Online,Web,2025-10-30
T006439,A08984,189770,POS,Web,2025-04-09
T006440,A09349,51578,ATM,Mobile,2025-10-04
T006441,A08924,18862,ATM,Web,2025-03-02
T006442,A03392,151836,Transfer,Branch,2026-04-23
T006443,A02377,58495,ATM,Mobile,2026-04-15
T006444,A03565,80619,Online,ATM,2025-06-30
T006445,A03979,189702,ATM,Mobile,2025-12-02
T006446,A00449,61564,Online,Branch,2025-07-26
T006447,A09131,117825,Online,Branch,2025-07-28
T006448,A09094,191227,POS,Mobile,2025-08-13
T006449,A02289,165470,ATM,Branch,2025-02-16
T006450,A00658,76227,Online,Branch,2026-04-18
T006451,A03513,103795,ATM,Branch,2025-03-11
T006452,A09268,117077,Online,Web,2025-03-18
T006453,A03194,103790,Transfer,Web,2026-03-11
T006454,A04047,35106,POS,Web,2026-01-19
T006455,A00551,195538,ATM,Mobile,2025-10-15
T006456,A01441,24386,POS,Mobile,2025-06-19
T006457,A09128,38871,POS,Web,2026-01-07
T006458,A04291,117935,ATM,Mobile,2026-04-12
T006459,A04511,167883,Transfer,ATM,2025-02-15
T006460,A07277,123941,Transfer,Web,2025-11-06
T006461,A06156,72437,POS,ATM,2026-02-07
T006462,A00146,33909,ATM,ATM,2025-05-25
T006463,A04123,123935,Transfer,Mobile,2026-05-14
T006464,A03080,17675,Online,Branch,2025-10-20
T006465,A07545,145350,ATM,ATM,2025-06-27
T006466,A06213,136407,Transfer,Mobile,2025-05-06
T006467,A07791,88494,Online,Mobile,2026-02-07
T006468,A04925,94795,ATM,ATM,2025-05-18
T006469,A08113,54975,Online,Web,2025-03-05
T006470,A00329,31398,POS,Mobile,2026-01-31
T006471,A04694,170019,Transfer,Mobile,2025-09-27
T006472,A05576,190211,Online,Web,2026-03-26
T006473,A09990,40043,Online,Web,2025-12-11
T006474,A08925,124426,ATM,ATM,2025-09-07
T006475,A04528,113150,ATM,ATM,2025-10-07
T006476,A08782,124615,Transfer,Mobile,2025-06-05
T006477,A06466,105197,Online,Mobile,2025-04-20
T006478,A09192,155186,Transfer,Branch,2025-08-20
T006479,A07010,141164,Transfer,Mobile,2025-11-06
T006480,A08799,178132,Transfer,ATM,2026-01-07
T006481,A07536,185583,Online,Branch,2026-03-22
T006482,A04099,175610,Online,ATM,2025-03-08
T006483,A02961,79764,ATM,Branch,2025-03-26
T006484,A02544,149369,ATM,Branch,2025-04-07
T006485,A01971,68431,Transfer,ATM,2025-12-16
T006486,A00964,4769,Online,Web,2025-08-04
T006487,A05985,73307,POS,Mobile,2026-01-26
T006488,A09987,8594,ATM,ATM,2026-02-21
T006489,A00059,116998,Transfer,ATM,2025-04-28
T006490,A03897,26438,ATM,Mobile,2026-04-04
T006491,A06532,71933,Transfer,Branch,2025-10-08
T006492,A05647,118459,Online,Mobile,2025-05-02
T006493,A03679,194575,Online,Mobile,2025-01-31
T006494,A04220,114429,ATM,ATM,2026-05-06
T006495,A02262,7669,POS,Mobile,2026-03-01
T006496,A08219,20594,Transfer,Web,2025-02-09
T006497,A00011,150012,Transfer,Mobile,2025-03-08
T006498,A04464,11771,Online,Mobile,2025-08-26
T006499,A05637,157035,ATM,Web,2025-05-03
T006500,A02459,75178,ATM,Mobile,2025-08-31
T006501,A08605,188847,Transfer,ATM,2025-11-12
T006502,A09782,97368,Transfer,Web,2025-04-24
T006503,A08347,13615,POS,Mobile,2025-04-21
T006504,A08746,78944,ATM,Web,2026-03-25
T006505,A03889,135211,Transfer,ATM,2025-01-03
T006506,A04352,187305,Online,ATM,2025-06-27
T006507,A09979,60651,Transfer,Branch,2025-04-14
T006508,A00964,22965,ATM,ATM,2026-02-24
T006509,A00286,36490,ATM,Branch,2025-08-29
T006510,A02633,59742,Transfer,Branch,2025-01-18
T006511,A09483,128924,POS,Mobile,2026-04-23
T006512,A00270,47695,Transfer,Web,2025-11-18
T006513,A01656,44917,POS,Branch,2025-01-21
T006514,A04995,165924,Online,Branch,2025-03-07
T006515,A03125,151352,POS,ATM,2025-06-02
T006516,A07427,27453,Transfer,Web,2026-01-01
T006517,A09364,134885,ATM,Branch,2025-09-18
T006518,A05500,68783,Transfer,ATM,2025-01-11
T006519,A00644,190169,Online,ATM,2025-12-31
T006520,A06381,6023,Online,Mobile,2026-02-04
T006521,A07350,181100,ATM,Branch,2026-03-18
T006522,A00546,95066,POS,Branch,2026-02-04
T006523,A01588,29012,Online,Mobile,2026-04-29
T006524,A04257,2201,ATM,Web,2025-09-13
T006525,A07995,61860,Transfer,ATM,2026-01-24
T006526,A03861,46203,Transfer,Branch,2026-03-18
T006527,A06715,131930,Online,Mobile,2025-03-01
T006528,A01369,85760,Online,Branch,2025-03-17
T006529,A08366,199385,POS,Branch,2025-01-24
T006530,A01616,176311,POS,Mobile,2026-02-01
T006531,A04008,165806,POS,Mobile,2025-02-27
T006532,A05045,26999,Transfer,ATM,2026-02-12
T006533,A09663,88818,ATM,ATM,2025-07-16
T006534,A02811,77622,Online,Branch,2025-09-16
T006535,A05711,193638,Online,ATM,2025-04-20
T006536,A07177,77983,Online,ATM,2025-12-11
T006537,A06783,104859,ATM,Mobile,2025-05-03
T006538,A01559,58439,POS,Mobile,2025-04-05
T006539,A02937,105294,ATM,Mobile,2025-11-09
T006540,A00358,197512,Online,Branch,2026-02-17
T006541,A08522,65275,Transfer,Web,2025-06-10
T006542,A02264,179617,Transfer,Branch,2026-02-24
T006543,A00709,101414,Online,Mobile,2025-12-30
T006544,A07687,84811,Online,Branch,2025-01-22
T006545,A06556,120352,Transfer,Branch,2025-05-08
T006546,A04233,126740,POS,Mobile,2025-01-10
T006547,A07064,163802,Online,Mobile,2025-01-16
T006548,A00562,1470,POS,Branch,2025-12-29
T006549,A08178,147502,POS,Mobile,2026-01-17
T006550,A03294,108598,Online,ATM,2025-12-10
T006551,A00141,135311,POS,ATM,2025-09-20
T006552,A04194,40831,Transfer,ATM,2025-07-17
T006553,A06753,33099,POS,Web,2025-12-21
T006554,A06342,6608,ATM,Branch,2026-02-11
T006555,A04629,159939,POS,ATM,2026-02-27
T006556,A06046,6365,Transfer,ATM,2025-03-04
T006557,A05690,12751,POS,Mobile,2026-05-14
T006558,A00268,170908,Transfer,ATM,2025-02-17
T006559,A00965,128831,POS,Branch,2025-11-13
T006560,A03568,143780,ATM,Web,2025-07-26
T006561,A04140,104370,Online,ATM,2025-01-20
T006562,A01688,64096,POS,Branch,2025-12-26
T006563,A04065,17334,POS,Web,2025-07-28
T006564,A07719,115909,Transfer,Branch,2026-03-25
T006565,A07170,145119,ATM,Web,2025-01-06
T006566,A06737,103842,ATM,Mobile,2025-02-27
T006567,A03289,12730,ATM,Branch,2025-01-25
T006568,A08267,10027,ATM,Branch,2026-03-06
T006569,A00879,33976,ATM,Branch,2025-01-28
T006570,A01119,98528,ATM,ATM,2025-08-09
T006571,A06542,103728,Online,Mobile,2026-01-27
T006572,A07417,26475,Transfer,Branch,2025-09-06
T006573,A08356,135135,POS,Web,2026-02-05
T006574,A02850,116833,Online,Web,2025-09-04
T006575,A02973,80982,POS,Web,2025-08-05
T006576,A00301,56168,ATM,Web,2025-09-15
T006577,A05532,90847,Transfer,Mobile,2025-08-10
T006578,A06476,173178,POS,Mobile,2025-02-08
T006579,A03605,171530,Online,Mobile,2025-07-15
T006580,A07334,190406,POS,Mobile,2026-02-04
T006581,A05495,90556,ATM,Mobile,2025-04-12
T006582,A04325,146506,Transfer,Branch,2025-01-22
T006583,A00323,145818,ATM,Branch,2025-03-28
T006584,A05616,66351,ATM,Web,2026-01-18
T006585,A08732,87557,Transfer,Web,2025-03-15
T006586,A02196,181919,Transfer,Web,2026-04-12
T006587,A03793,99974,Online,Mobile,2026-03-26
T006588,A08969,122138,ATM,Web,2026-04-10
T006589,A09630,126150,ATM,Mobile,2025-09-03
T006590,A08112,187107,Transfer,Branch,2025-02-04
T006591,A01343,63713,Online,ATM,2025-12-19
T006592,A06564,174918,Online,Mobile,2025-08-15
