FraudID,TransactionID,FraudType,LossAmount
F00801,T035582,Identity Theft,170832
F00802,T029866,Money Laundering,122862
F00803,T016853,Phishing,85787
F00804,T004791,Card Fraud,292799
F00805,T040527,Card Fraud,460154
F00806,T019703,Phishing,5524
F00807,T003480,Identity Theft,133510
F00808,T011108,Identity Theft,29591
F00809,T003774,Card Fraud,63167
F00810,T038370,Phishing,279516
F00811,T018190,Phishing,469665
F00812,T018229,Phishing,69547
F00813,T039341,Identity Theft,498087
F00814,T015906,Money Laundering,294819
F00815,T022692,Phishing,386842
F00816,T013304,Money Laundering,466464
F00817,T045416,Identity Theft,130588
F00818,T042815,Card Fraud,443089
F00819,T025135,Money Laundering,119156
F00820,T046627,Money Laundering,460491
F00821,T001642,Phishing,334126
F00822,T028644,Identity Theft,147158
F00823,T017530,Phishing,415844
F00824,T041865,Phishing,325387
F00825,T043857,Phishing,100487
F00826,T034522,Money Laundering,59428
F00827,T020787,Phishing,423964
F00828,T010149,Phishing,328355
F00829,T008413,Identity Theft,91536
F00830,T029001,Phishing,294578
F00831,T046010,Card Fraud,144328
F00832,T043725,Card Fraud,122433
F00833,T010174,Identity Theft,466452
F00834,T013502,Phishing,313108
F00835,T001006,Money Laundering,86269
F00836,T014353,Identity Theft,152802
F00837,T046980,Money Laundering,326969
F00838,T009675,Card Fraud,148754
F00839,T031760,Card Fraud,376168
F00840,T040354,Card Fraud,25875
F00841,T020419,Identity Theft,262349
F00842,T029973,Identity Theft,49873
F00843,T013755,Identity Theft,317212
F00844,T020568,Identity Theft,410333
F00845,T021232,Money Laundering,430422
F00846,T045653,Money Laundering,195431
F00847,T044807,Card Fraud,112232
F00848,T012227,Identity Theft,217643
F00849,T047813,Identity Theft,274309
F00850,T004828,Phishing,449667
F00851,T024925,Phishing,35643
F00852,T037815,Identity Theft,109240
F00853,T031962,Money Laundering,233762
F00854,T037005,Money Laundering,457643
F00855,T022356,Identity Theft,80525
F00856,T046485,Identity Theft,187425
F00857,T043636,Identity Theft,440919
F00858,T009344,Identity Theft,262481
F00859,T049662,Identity Theft,448400
F00860,T007728,Phishing,84650
F00861,T039677,Identity Theft,462793
F00862,T045897,Money Laundering,155276
F00863,T030786,Phishing,330836
F00864,T027067,Phishing,425146
F00865,T039513,Money Laundering,154226
F00866,T036754,Card Fraud,324352
F00867,T020886,Identity Theft,153793
F00868,T048537,Card Fraud,453425
F00869,T017715,Card Fraud,316459
F00870,T018965,Phishing,422084
F00871,T020342,Card Fraud,172281
F00872,T047324,Phishing,103059
F00873,T041466,Phishing,426252
F00874,T030584,Money Laundering,181271
F00875,T047550,Card Fraud,132654
F00876,T014593,Money Laundering,454104
F00877,T012944,Money Laundering,386157
F00878,T018641,Money Laundering,358259
F00879,T044442,Identity Theft,375915
F00880,T014749,Money Laundering,238405
F00881,T017297,Identity Theft,111237
F00882,T012235,Money Laundering,184062
F00883,T036530,Identity Theft,257288
F00884,T040631,Phishing,177380
F00885,T048323,Card Fraud,300532
F00886,T042818,Money Laundering,126310
F00887,T010562,Card Fraud,237381
F00888,T044632,Identity Theft,412308
F00889,T026402,Identity Theft,439959
F00890,T019640,Money Laundering,70520
F00891,T032993,Identity Theft,112681
F00892,T013794,Identity Theft,151736
F00893,T020167,Identity Theft,332322
F00894,T024099,Card Fraud,461356
F00895,T009877,Money Laundering,187219
F00896,T004597,Card Fraud,87816
F00897,T047596,Money Laundering,127139
F00898,T032634,Card Fraud,278020
F00899,T034698,Money Laundering,396610
F00900,T039586,Money Laundering,169377
F00901,T030055,Identity Theft,184314
F00902,T028884,Identity Theft,374922
F00903,T045872,Identity Theft,173004
F00904,T037393,Identity Theft,141882
F00905,T029515,Card Fraud,440270
F00906,T014957,Money Laundering,266573
F00907,T040137,Phishing,78746
F00908,T013341,Identity Theft,413882
F00909,T046134,Identity Theft,134488
F00910,T029110,Identity Theft,56257
F00911,T032955,Phishing,459628
F00912,T024589,Card Fraud,484773
F00913,T045245,Money Laundering,268696
F00914,T036159,Card Fraud,342289
F00915,T028754,Identity Theft,314474
F00916,T036175,Phishing,369118
F00917,T038332,Phishing,132218
F00918,T022551,Card Fraud,152110
F00919,T009584,Identity Theft,170777
F00920,T019996,Phishing,281463
F00921,T022654,Phishing,269846
F00922,T022126,Identity Theft,179716
F00923,T028491,Identity Theft,131315
F00924,T027134,Card Fraud,92668
F00925,T049377,Money Laundering,66289
F00926,T016265,Phishing,250973
F00927,T021545,Money Laundering,466431
F00928,T040997,Money Laundering,104372
F00929,T007286,Identity Theft,74592
F00930,T017232,Phishing,202997
F00931,T003906,Card Fraud,12546
F00932,T019338,Card Fraud,208903
F00933,T018374,Card Fraud,337827
F00934,T035223,Phishing,147132
F00935,T000339,Identity Theft,156898
F00936,T021353,Card Fraud,221897
F00937,T011067,Identity Theft,334046
F00938,T041454,Card Fraud,473524
F00939,T018099,Identity Theft,302053
F00940,T039882,Phishing,256685
F00941,T037709,Card Fraud,365860
F00942,T018237,Phishing,246906
F00943,T035921,Card Fraud,358682
F00944,T017677,Money Laundering,491906
F00945,T014100,Money Laundering,69402
F00946,T014515,Money Laundering,168740
F00947,T048448,Phishing,98021
F00948,T047903,Money Laundering,339121
F00949,T044915,Phishing,388325
F00950,T002127,Phishing,169908
F00951,T022524,Identity Theft,88514
F00952,T029555,Money Laundering,268154
F00953,T024440,Phishing,136775
F00954,T021871,Identity Theft,495075
F00955,T017481,Card Fraud,219539
F00956,T015079,Money Laundering,391468
F00957,T035720,Card Fraud,79380
F00958,T022500,Identity Theft,172476
F00959,T018355,Identity Theft,234867
F00960,T005045,Card Fraud,4142
F00961,T046623,Phishing,317514
F00962,T035860,Money Laundering,473862
F00963,T000833,Phishing,336069
F00964,T007330,Money Laundering,51820
F00965,T015310,Identity Theft,262854
F00966,T030010,Phishing,146379
F00967,T005603,Phishing,416957
F00968,T020600,Money Laundering,193889
F00969,T014815,Money Laundering,419580
F00970,T021440,Phishing,434026
F00971,T005442,Money Laundering,306383
F00972,T005614,Identity Theft,349700
F00973,T026181,Phishing,148379
F00974,T036929,Card Fraud,152617
F00975,T019746,Identity Theft,446409
F00976,T007726,Identity Theft,410047
F00977,T007804,Card Fraud,317449
F00978,T013138,Identity Theft,319888
F00979,T027511,Phishing,3166
F00980,T008120,Card Fraud,353520
F00981,T038837,Identity Theft,440063
F00982,T013666,Card Fraud,382166
F00983,T017676,Card Fraud,20895
F00984,T005898,Identity Theft,85010
F00985,T044518,Identity Theft,423597
F00986,T041809,Card Fraud,143832
F00987,T027046,Card Fraud,327429
F00988,T044002,Card Fraud,39380
F00989,T008383,Phishing,480531
F00990,T029291,Money Laundering,71163
F00991,T031528,Phishing,85356
F00992,T020389,Money Laundering,161049
F00993,T045548,Identity Theft,114822
F00994,T031319,Card Fraud,113005
F00995,T013497,Card Fraud,160436
F00996,T030323,Phishing,140812
F00997,T027777,Money Laundering,260337
F00998,T017524,Card Fraud,316033
F00999,T011178,Identity Theft,104041
F01000,T036866,Card Fraud,50062
F01001,T018432,Money Laundering,209951
F01002,T040772,Phishing,332098
F01003,T025577,Identity Theft,369869
F01004,T036664,Phishing,351936
F01005,T028032,Card Fraud,225706
F01006,T028604,Money Laundering,205757
F01007,T013018,Card Fraud,489166
F01008,T044877,Identity Theft,336629
F01009,T022556,Phishing,382792
F01010,T038256,Phishing,252835
F01011,T037230,Identity Theft,39638
F01012,T016592,Card Fraud,403861
F01013,T042326,Phishing,28692
F01014,T024939,Identity Theft,184954
F01015,T031024,Phishing,280594
F01016,T027275,Card Fraud,24700
F01017,T014600,Phishing,25010
F01018,T000257,Money Laundering,253742
F01019,T026045,Card Fraud,327179
F01020,T013279,Money Laundering,487587
F01021,T002952,Card Fraud,482810
F01022,T006961,Card Fraud,173375
F01023,T025715,Card Fraud,352608
F01024,T025512,Phishing,343308
F01025,T006430,Phishing,411250
F01026,T029838,Identity Theft,457647
F01027,T013324,Money Laundering,229527
F01028,T011535,Identity Theft,334645
F01029,T020514,Card Fraud,182894
F01030,T003857,Phishing,327669
F01031,T013029,Identity Theft,388489
F01032,T011123,Phishing,206602
F01033,T047827,Money Laundering,406894
F01034,T029266,Identity Theft,10867
F01035,T047953,Identity Theft,331912
F01036,T015587,Card Fraud,308084
F01037,T005682,Card Fraud,404973
F01038,T038818,Card Fraud,57386
F01039,T047596,Phishing,29578
F01040,T046811,Phishing,196212
F01041,T022385,Phishing,189679
F01042,T027945,Identity Theft,493857
F01043,T014458,Identity Theft,128472
F01044,T018025,Identity Theft,374557
F01045,T042332,Identity Theft,306011
F01046,T011799,Phishing,386381
F01047,T013985,Identity Theft,229283
F01048,T001341,Card Fraud,220719
F01049,T024656,Card Fraud,447344
F01050,T019235,Phishing,251891
F01051,T013745,Money Laundering,158876
F01052,T047193,Money Laundering,154719
F01053,T029247,Identity Theft,229548
F01054,T023876,Identity Theft,210133
F01055,T029855,Phishing,231823
F01056,T009095,Money Laundering,9922
F01057,T028528,Identity Theft,250108
F01058,T011005,Money Laundering,110938
F01059,T002174,Identity Theft,381663
F01060,T047592,Identity Theft,258539
F01061,T046843,Card Fraud,342280
F01062,T028267,Card Fraud,61895
F01063,T027562,Phishing,189855
F01064,T040235,Phishing,271129
F01065,T039745,Card Fraud,106990
F01066,T026093,Money Laundering,195096
F01067,T049365,Card Fraud,482179
F01068,T000009,Money Laundering,305715
F01069,T026054,Money Laundering,377372
F01070,T039502,Money Laundering,242766
F01071,T023152,Card Fraud,170086
F01072,T010046,Phishing,43681
F01073,T014191,Money Laundering,273963
F01074,T040741,Phishing,236354
F01075,T016522,Identity Theft,197992
F01076,T036656,Identity Theft,405721
F01077,T043895,Phishing,129900
F01078,T018932,Money Laundering,365388
F01079,T000173,Card Fraud,83592
F01080,T022241,Card Fraud,408552
F01081,T045945,Phishing,20486
F01082,T014677,Identity Theft,303005
F01083,T018124,Money Laundering,363487
F01084,T034615,Card Fraud,58288
F01085,T012173,Identity Theft,291454
F01086,T015128,Identity Theft,181395
F01087,T009316,Money Laundering,372232
F01088,T008092,Money Laundering,464820
F01089,T011226,Phishing,134714
F01090,T004972,Money Laundering,259783
F01091,T013612,Identity Theft,215947
F01092,T005925,Card Fraud,299164
F01093,T036269,Card Fraud,273347
F01094,T013960,Identity Theft,54661
F01095,T027960,Identity Theft,19056
F01096,T004767,Identity Theft,99176
F01097,T030542,Phishing,68598
F01098,T027185,Money Laundering,92555
F01099,T046575,Money Laundering,54709
F01100,T042071,Identity Theft,347202
F01101,T022621,Card Fraud,489661
F01102,T012126,Phishing,412098
F01103,T041837,Identity Theft,59576
F01104,T008773,Money Laundering,139204
F01105,T004523,Money Laundering,257146
F01106,T025891,Phishing,5159
F01107,T031602,Card Fraud,171877
F01108,T015713,Card Fraud,342764
F01109,T035602,Phishing,163112
F01110,T002608,Money Laundering,219741
F01111,T029079,Phishing,463189
F01112,T033538,Phishing,119629
F01113,T025026,Phishing,145220
F01114,T026243,Card Fraud,80604
F01115,T044668,Money Laundering,485366
F01116,T046136,Identity Theft,451152
F01117,T025190,Identity Theft,82266
F01118,T031470,Card Fraud,373951
F01119,T008122,Phishing,377995
F01120,T014120,Phishing,239917
F01121,T047674,Phishing,110737
F01122,T045887,Identity Theft,29228
F01123,T008988,Money Laundering,51317
F01124,T016645,Identity Theft,61982
F01125,T032315,Money Laundering,162443
F01126,T011926,Money Laundering,232337
F01127,T029832,Identity Theft,53869
F01128,T016969,Money Laundering,109954
F01129,T022844,Phishing,106614
F01130,T045094,Card Fraud,31019
F01131,T038683,Identity Theft,113445
F01132,T020369,Money Laundering,292539
F01133,T004955,Money Laundering,292559
F01134,T008303,Card Fraud,312455
F01135,T032284,Identity Theft,298265
F01136,T047466,Phishing,31965
F01137,T004489,Identity Theft,407410
F01138,T015044,Card Fraud,483635
F01139,T032749,Identity Theft,222324
F01140,T019140,Phishing,231692
F01141,T016648,Identity Theft,278096
F01142,T012111,Money Laundering,420878
F01143,T023184,Card Fraud,151850
F01144,T014972,Card Fraud,19308
F01145,T049815,Card Fraud,355600
F01146,T034938,Phishing,2002
F01147,T031581,Phishing,195695
F01148,T047390,Money Laundering,271223
F01149,T011214,Money Laundering,302565
F01150,T040545,Money Laundering,492561
F01151,T043712,Phishing,109912
F01152,T028350,Money Laundering,80245
F01153,T009845,Money Laundering,261880
F01154,T013145,Card Fraud,373800
F01155,T007779,Card Fraud,388418
F01156,T017529,Card Fraud,141522
F01157,T028312,Card Fraud,345262
F01158,T044934,Phishing,93637
F01159,T029062,Phishing,102854
F01160,T044930,Identity Theft,373379
F01161,T029107,Phishing,31907
F01162,T031816,Phishing,219521
F01163,T048000,Phishing,373013
F01164,T029971,Money Laundering,193036
F01165,T004047,Card Fraud,255372
F01166,T018010,Phishing,109955
F01167,T012039,Phishing,359395
F01168,T035501,Phishing,321103
F01169,T021791,Money Laundering,495620
F01170,T014213,Money Laundering,92911
F01171,T007486,Phishing,174734
F01172,T011629,Phishing,32155
F01173,T005157,Phishing,441513
F01174,T026786,Phishing,372432
F01175,T000034,Card Fraud,423379
F01176,T046628,Card Fraud,441856
F01177,T013370,Card Fraud,148526
F01178,T006315,Phishing,260750
F01179,T026558,Card Fraud,145514
F01180,T020597,Card Fraud,439214
F01181,T010788,Phishing,437457
F01182,T030264,Money Laundering,428676
F01183,T021667,Money Laundering,314236
F01184,T033853,Phishing,218760
F01185,T041007,Phishing,359119
F01186,T039811,Identity Theft,435916
F01187,T044380,Card Fraud,228570
F01188,T023129,Identity Theft,95515
F01189,T009309,Identity Theft,452869
F01190,T011394,Phishing,224397
F01191,T008872,Money Laundering,50281
F01192,T042301,Money Laundering,263483
F01193,T019782,Card Fraud,81153
F01194,T031854,Identity Theft,239923
F01195,T021422,Phishing,93643
F01196,T015055,Card Fraud,150183
F01197,T035402,Identity Theft,345374
F01198,T039779,Phishing,299798
F01199,T024188,Money Laundering,274062
F01200,T037864,Card Fraud,218079
F01201,T032690,Money Laundering,450694
F01202,T011357,Identity Theft,246154
F01203,T029166,Phishing,455463
F01204,T002387,Money Laundering,107698
F01205,T012944,Phishing,283816
F01206,T006740,Card Fraud,102346
F01207,T033171,Phishing,246846
F01208,T027797,Card Fraud,85487
F01209,T049603,Card Fraud,358582
F01210,T000297,Phishing,374917
F01211,T026931,Identity Theft,5857
F01212,T046522,Money Laundering,28993
F01213,T020519,Identity Theft,179780
F01214,T002367,Phishing,75526
F01215,T036114,Phishing,181680
F01216,T024425,Money Laundering,387866
F01217,T025784,Phishing,180056
F01218,T037491,Money Laundering,69737
F01219,T013680,Phishing,115228
F01220,T048945,Card Fraud,245999
F01221,T032230,Money Laundering,91626
F01222,T023189,Phishing,314804
F01223,T023633,Card Fraud,398649
F01224,T046972,Identity Theft,416099
F01225,T007142,Money Laundering,442020
F01226,T049328,Phishing,35502
F01227,T016879,Money Laundering,448494
F01228,T002446,Card Fraud,482555
F01229,T024376,Identity Theft,212849
F01230,T008054,Card Fraud,284812
F01231,T018567,Identity Theft,32964
F01232,T001833,Card Fraud,82956
F01233,T028959,Phishing,263238
F01234,T044770,Identity Theft,312554
F01235,T014663,Phishing,108305
F01236,T047182,Money Laundering,319994
F01237,T002193,Money Laundering,346907
F01238,T032418,Money Laundering,157214
F01239,T006600,Identity Theft,178518
F01240,T020603,Phishing,49358
F01241,T026741,Money Laundering,311967
F01242,T035335,Phishing,55619
F01243,T010103,Money Laundering,92565
F01244,T009032,Phishing,430290
F01245,T001021,Identity Theft,17312
F01246,T004699,Money Laundering,301935
F01247,T030890,Phishing,409473
F01248,T035213,Money Laundering,120964
F01249,T028704,Phishing,347437
F01250,T035707,Card Fraud,482791
F01251,T019762,Money Laundering,271683
F01252,T025203,Card Fraud,431673
F01253,T049755,Card Fraud,26473
F01254,T018963,Identity Theft,331174
F01255,T012046,Phishing,7017
F01256,T019709,Phishing,462005
F01257,T022772,Card Fraud,70300
F01258,T008377,Card Fraud,432221
F01259,T027920,Phishing,34398
F01260,T032249,Identity Theft,206483
F01261,T023334,Phishing,51855
F01262,T018574,Card Fraud,203461
F01263,T012127,Money Laundering,32433
F01264,T025395,Identity Theft,382467
F01265,T000150,Phishing,232313
F01266,T023111,Identity Theft,454140
F01267,T010571,Phishing,332999
F01268,T047109,Phishing,471702
F01269,T021508,Identity Theft,140807
F01270,T024203,Identity Theft,276463
F01271,T043014,Card Fraud,242199
F01272,T015806,Phishing,485488
F01273,T010374,Identity Theft,469822
F01274,T019143,Phishing,355737
F01275,T008311,Money Laundering,308336
F01276,T030323,Phishing,451476
F01277,T030012,Phishing,227979
F01278,T017116,Phishing,366940
F01279,T047184,Phishing,346503
F01280,T009376,Identity Theft,306148
F01281,T038809,Card Fraud,5593
F01282,T029581,Identity Theft,340821
F01283,T006378,Identity Theft,212773
F01284,T019543,Card Fraud,460429
F01285,T040082,Identity Theft,410590
F01286,T008637,Identity Theft,20188
F01287,T003778,Card Fraud,445744
F01288,T021771,Money Laundering,137290
F01289,T032220,Phishing,199276
F01290,T000752,Money Laundering,497798
F01291,T038166,Money Laundering,235029
F01292,T029591,Money Laundering,433323
F01293,T037943,Phishing,240504
F01294,T026969,Card Fraud,20221
F01295,T035023,Money Laundering,17380
F01296,T025005,Phishing,121797
F01297,T038188,Phishing,60369
F01298,T026955,Identity Theft,228455
F01299,T014671,Card Fraud,179694
F01300,T015896,Money Laundering,451571
F01301,T020961,Money Laundering,343728
F01302,T003215,Card Fraud,271571
F01303,T000683,Money Laundering,479235
F01304,T003442,Phishing,45787
F01305,T025498,Identity Theft,9080
F01306,T004862,Card Fraud,148224
F01307,T020756,Card Fraud,355182
F01308,T001283,Phishing,224520
F01309,T024395,Identity Theft,89209
F01310,T014927,Card Fraud,360999
F01311,T028816,Phishing,261915
F01312,T026358,Card Fraud,129220
F01313,T019784,Money Laundering,440346
F01314,T012374,Card Fraud,177235
F01315,T009144,Phishing,213187
F01316,T046266,Phishing,130130
F01317,T028734,Identity Theft,445821
F01318,T002619,Money Laundering,95294
F01319,T012174,Card Fraud,466373
F01320,T049868,Identity Theft,194074
F01321,T040821,Money Laundering,242649
F01322,T041936,Money Laundering,142574
F01323,T039194,Phishing,315252
F01324,T014873,Money Laundering,271454
F01325,T046867,Card Fraud,64197
F01326,T034568,Money Laundering,314159
F01327,T035480,Card Fraud,47870
F01328,T045136,Identity Theft,136670
F01329,T001933,Phishing,26080
F01330,T013165,Card Fraud,241355
F01331,T042660,Money Laundering,203624
F01332,T008050,Phishing,433077
F01333,T013058,Card Fraud,47106
F01334,T021221,Identity Theft,489201
F01335,T042450,Phishing,12615
F01336,T040046,Card Fraud,419111
F01337,T024468,Card Fraud,172671
F01338,T000265,Card Fraud,251545
F01339,T035084,Money Laundering,104961
F01340,T029838,Money Laundering,246115
F01341,T000369,Money Laundering,80657
F01342,T028393,Phishing,401417
F01343,T011796,Phishing,145654
F01344,T045635,Money Laundering,53620
F01345,T027898,Card Fraud,422505
F01346,T035022,Money Laundering,163662
F01347,T020767,Phishing,43981
F01348,T000409,Phishing,418664
F01349,T047599,Card Fraud,326080
F01350,T025994,Money Laundering,416635
F01351,T006402,Phishing,312677
F01352,T002313,Card Fraud,430974
F01353,T035873,Card Fraud,395354
F01354,T047080,Card Fraud,142862
F01355,T043579,Money Laundering,183476
F01356,T010320,Identity Theft,387209
F01357,T031003,Money Laundering,18405
F01358,T033757,Identity Theft,247177
F01359,T037804,Money Laundering,242565
F01360,T036104,Money Laundering,367325
F01361,T031250,Card Fraud,45317
F01362,T029843,Card Fraud,274234
F01363,T018953,Phishing,244961
F01364,T014494,Card Fraud,351506
F01365,T013359,Identity Theft,97274
F01366,T033034,Money Laundering,356184
F01367,T044271,Phishing,280389
F01368,T027039,Phishing,29330
F01369,T028385,Card Fraud,338829
F01370,T001027,Identity Theft,287529
F01371,T017094,Card Fraud,251387
F01372,T026756,Card Fraud,216176
F01373,T022377,Money Laundering,326198
F01374,T049592,Card Fraud,342644
F01375,T003212,Identity Theft,493536
F01376,T028577,Phishing,129132
F01377,T017180,Phishing,378091
F01378,T030568,Card Fraud,107402
F01379,T023543,Phishing,393181
F01380,T032336,Money Laundering,88800
F01381,T014747,Phishing,87909
F01382,T008054,Money Laundering,464830
F01383,T045241,Money Laundering,188055
F01384,T023727,Card Fraud,478315
F01385,T028366,Identity Theft,76485
F01386,T008071,Money Laundering,267715
F01387,T028529,Identity Theft,233130
F01388,T006839,Money Laundering,48964
F01389,T046721,Money Laundering,275055
F01390,T005905,Money Laundering,357196
F01391,T012380,Money Laundering,299411
F01392,T021132,Identity Theft,158840
F01393,T048424,Card Fraud,337907
F01394,T029324,Phishing,73957
F01395,T042828,Phishing,296002
F01396,T047503,Identity Theft,238738
F01397,T037986,Card Fraud,277080
F01398,T046124,Card Fraud,32569
F01399,T043658,Money Laundering,164589
F01400,T034313,Card Fraud,62200
F01401,T038322,Card Fraud,462257
F01402,T035553,Money Laundering,473731
F01403,T025640,Phishing,194556
F01404,T013957,Money Laundering,447047
F01405,T009483,Phishing,204677
F01406,T019761,Money Laundering,91096
F01407,T035408,Card Fraud,215198
F01408,T016881,Money Laundering,492075
F01409,T027013,Money Laundering,248393
F01410,T016763,Card Fraud,475413
F01411,T048999,Identity Theft,240818
F01412,T023678,Phishing,157904
F01413,T048922,Card Fraud,12622
F01414,T027905,Identity Theft,68875
F01415,T038883,Money Laundering,391137
F01416,T046981,Money Laundering,198010
F01417,T031128,Card Fraud,177016
F01418,T025324,Identity Theft,385003
F01419,T002288,Identity Theft,96689
F01420,T035868,Identity Theft,216232
F01421,T014560,Card Fraud,325908
F01422,T028333,Phishing,157833
F01423,T003885,Phishing,476529
F01424,T012295,Card Fraud,95151
F01425,T024541,Phishing,374817
F01426,T028977,Money Laundering,414671
F01427,T029785,Phishing,120459
F01428,T004839,Card Fraud,126098
F01429,T038795,Identity Theft,87325
F01430,T002146,Card Fraud,239035
F01431,T047253,Card Fraud,444433
F01432,T021321,Card Fraud,390293
F01433,T008511,Card Fraud,51877
F01434,T039813,Identity Theft,369681
F01435,T009420,Card Fraud,279569
F01436,T009061,Card Fraud,237602
F01437,T021189,Money Laundering,230525
F01438,T019177,Money Laundering,162767
F01439,T024936,Identity Theft,183811
F01440,T043763,Card Fraud,499726
F01441,T047617,Card Fraud,101828
F01442,T025377,Phishing,138040
F01443,T003726,Phishing,286508
F01444,T028219,Phishing,330598
F01445,T009984,Phishing,133525
F01446,T019412,Identity Theft,319517
F01447,T022112,Phishing,370786
F01448,T037062,Identity Theft,438622
F01449,T006614,Card Fraud,454584
F01450,T005226,Identity Theft,153888
F01451,T040519,Money Laundering,186941
F01452,T049356,Card Fraud,411570
F01453,T038858,Money Laundering,79380
F01454,T040454,Identity Theft,232897
F01455,T004051,Card Fraud,424544
F01456,T021617,Phishing,111312
F01457,T007101,Identity Theft,194485
F01458,T017001,Phishing,263597
F01459,T032450,Card Fraud,1150
F01460,T028847,Card Fraud,494978
F01461,T021469,Money Laundering,458254
F01462,T038810,Phishing,38793
F01463,T006269,Money Laundering,398533
F01464,T002795,Phishing,445566
F01465,T040563,Money Laundering,333543
F01466,T026376,Phishing,179450
F01467,T002137,Identity Theft,257172
F01468,T048565,Card Fraud,93762
F01469,T022419,Identity Theft,345309
F01470,T029968,Phishing,49110
F01471,T038030,Phishing,126422
F01472,T032450,Identity Theft,60571
F01473,T039084,Phishing,387285
F01474,T030754,Phishing,152580
F01475,T037608,Identity Theft,471148
F01476,T023112,Money Laundering,484991
F01477,T018079,Money Laundering,199707
F01478,T003725,Card Fraud,486340
F01479,T007779,Money Laundering,365776
F01480,T042816,Money Laundering,215365
F01481,T002831,Money Laundering,433964
F01482,T020028,Money Laundering,49507
F01483,T026987,Card Fraud,234424
F01484,T004231,Phishing,173479
F01485,T009033,Phishing,313804
F01486,T043653,Money Laundering,490730
F01487,T025865,Phishing,123834
F01488,T005369,Money Laundering,246849
F01489,T024872,Card Fraud,122261
F01490,T041042,Identity Theft,438115
F01491,T004661,Card Fraud,83071
F01492,T014403,Money Laundering,390556
F01493,T001541,Card Fraud,301973
F01494,T017154,Card Fraud,413057
F01495,T008716,Identity Theft,21160
F01496,T042524,Identity Theft,39937
F01497,T024331,Money Laundering,457327
F01498,T002326,Card Fraud,86860
F01499,T035181,Card Fraud,250042
F01500,T048664,Phishing,125432
F01501,T008403,Card Fraud,372157
F01502,T004436,Money Laundering,202714
F01503,T027507,Identity Theft,112811
F01504,T043980,Identity Theft,300390
F01505,T026109,Money Laundering,166623
F01506,T004146,Identity Theft,422825
F01507,T049135,Phishing,393323
F01508,T022033,Money Laundering,130397
F01509,T018163,Card Fraud,96092
F01510,T048784,Identity Theft,342774
F01511,T044582,Identity Theft,490489
F01512,T040307,Card Fraud,448730
F01513,T035534,Card Fraud,184642
F01514,T027117,Phishing,390532
F01515,T037344,Money Laundering,155908
F01516,T016373,Money Laundering,183845
F01517,T035537,Identity Theft,349644
F01518,T041770,Money Laundering,312896
F01519,T013574,Phishing,227385
F01520,T044678,Money Laundering,336502
F01521,T029773,Phishing,296343
F01522,T007766,Money Laundering,315873
F01523,T026194,Card Fraud,160033
F01524,T007342,Money Laundering,45770
F01525,T011548,Phishing,161754
F01526,T044519,Phishing,81142
F01527,T019172,Money Laundering,112997
F01528,T013273,Money Laundering,422524
F01529,T047898,Identity Theft,426442
F01530,T044474,Phishing,117889
F01531,T016894,Identity Theft,310831
F01532,T035080,Card Fraud,100326
F01533,T047339,Identity Theft,402823
F01534,T009566,Card Fraud,344885
F01535,T038705,Phishing,388822
F01536,T045519,Money Laundering,3185
F01537,T046053,Identity Theft,372891
F01538,T040819,Money Laundering,65864
F01539,T028827,Card Fraud,99975
F01540,T031017,Card Fraud,177333
F01541,T021284,Card Fraud,419741
F01542,T002979,Card Fraud,499966
F01543,T011849,Card Fraud,479868
F01544,T016808,Money Laundering,448586
F01545,T038428,Phishing,362228
F01546,T033404,Identity Theft,357857
F01547,T017086,Identity Theft,11868
F01548,T017185,Card Fraud,393864
F01549,T036823,Money Laundering,294872
F01550,T048247,Identity Theft,34009
F01551,T029788,Phishing,416057
F01552,T012345,Identity Theft,28957
F01553,T046112,Money Laundering,298097
F01554,T022539,Card Fraud,454677
F01555,T016647,Money Laundering,348552
F01556,T016428,Card Fraud,472464
F01557,T005496,Money Laundering,162391
F01558,T002527,Identity Theft,489440
F01559,T018574,Money Laundering,75754
F01560,T000141,Money Laundering,341651
F01561,T021473,Phishing,66650
F01562,T005403,Identity Theft,167805
F01563,T036229,Money Laundering,70443
F01564,T014059,Money Laundering,209391
F01565,T002932,Phishing,43038
F01566,T047300,Card Fraud,55363
F01567,T000267,Money Laundering,199198
F01568,T004174,Identity Theft,102336
F01569,T025677,Money Laundering,71149
F01570,T013627,Identity Theft,149662
F01571,T049545,Identity Theft,367864
F01572,T020594,Card Fraud,406629
F01573,T028233,Money Laundering,28686
F01574,T011981,Phishing,290665
F01575,T017747,Phishing,491084
F01576,T033015,Money Laundering,222523
F01577,T021473,Phishing,314236
F01578,T014602,Card Fraud,250298
F01579,T034382,Money Laundering,386546
F01580,T000283,Card Fraud,395871
F01581,T048661,Money Laundering,70116
F01582,T043355,Money Laundering,154327
F01583,T010054,Identity Theft,11748
F01584,T043977,Money Laundering,376580
F01585,T040950,Card Fraud,232768
F01586,T045987,Phishing,224551
F01587,T033985,Money Laundering,218984
F01588,T019171,Money Laundering,388010
F01589,T042840,Money Laundering,91416
F01590,T040578,Money Laundering,50357
F01591,T038891,Phishing,427588
F01592,T023292,Card Fraud,87511
F01593,T024673,Card Fraud,193535
F01594,T005892,Money Laundering,431236
F01595,T040433,Money Laundering,6850
F01596,T046209,Card Fraud,5779
F01597,T030893,Phishing,442292
F01598,T029421,Identity Theft,182755
F01599,T026841,Identity Theft,343189
